SN		Schema 2.9																																																																										
SV		2.9																																																																										
C			0.4																																																																									
T		TOKEN		CP3KK4																																																																								
HR	rowNumber	placementNumber	sourceID	site	packageNPackageType	groupName	primaryPlacement	placementName	supplierProductName	placementUrl	section	target	dimensions	dimensionsPosition	proposalCostMethod	unitType	rate	unitAmount	plannedCost	flightStart	flightEnd	creativeType	creativeTypeDescription	maxFileSize	creativeDueDate	servedBy	estimatedUniqueViews	estimatedPageViews	shareOfVoice	richMediaAccepted	richMediaFeeIncluded	flashVersion	maxLooping	maxAnimationTiming	comments	supplierValidityEndDate	supplerSalesOrderRef	supplierSalesOrderRefVersion	supplierSalesAdserverOID	supplierPlacementRef	supplierOrderDate	inventoryType	subsection	supplierPlacementParentRef	marketRate	CC:VENDOR PROPERTY TYPE	CC:PUBLISHER PRODUCT	CC:FEES	CC:COMMISSION	CC:MEDIA TYPE	CC:GUARANTEED	CC:EXPIRATION DATE	CC:TARGETING DELIVERY TYPE	CC:RICH MEDIA TYPES - FORMAT	CC:BUY TYPE 1	CC:CHANNEL TYPE 1	CC:CHANNEL TYPE 2	CC:TARGETING AUDIENCE TYPE	CC:TARGETING CONTEXT TYPE	CC:BUY TYPE 2	CC:TARGETING DELIVERY VALUE	CC:NOTES FOR BUYER	CC:NON-GUARANTEED IMPRESSIONS ESTIMATES	CC:VIDEO LENGTH	M:1	M:2	M:3	M:4	M:5	M:6	M:7	M:8	M:9	M:10	M:11	M:12
P	824			PERFSUPPLIER5 - 123	Display Standard			PerfTestCampaign810			Financial	ABCD	120 x 60	Button 2	CPM	Impressions	20	20	0.4	2016-01-01	2016-12-31					3rd party				No	No											InvType/Display/AF/AFNY 12					PER-I-D												Automotive (AU)						9	1	1	1	1	1	1	1	1	1	1	1
P	825			PERFSUPPLIER5 - 123	Display Standard			PerfTestCampaign811			Financial	ABCD	120 x 60	Button 2	CPM	Impressions	20	20	0.4	2016-01-01	2016-12-31					3rd party				No	No											InvType/Display/AF/AFNY 13					PER-I-D												Automotive (AU)						9	1	1	1	1	1	1	1	1	1	1	1
P	826			PERFSUPPLIER5 - 123	Display Standard			PerfTestCampaign812			Financial	ABCD	120 x 60	Button 2	CPM	Impressions	20	20	0.4	2016-01-01	2016-12-31					3rd party				No	No											InvType/Display/AF/AFNY 14					PER-I-D												Automotive (AU)						9	1	1	1	1	1	1	1	1	1	1	1
P	827			PERFSUPPLIER5 - 123	Display Standard			PerfTestCampaign813			Financial	ABCD	120 x 60	Button 2	CPM	Impressions	20	20	0.4	2016-01-01	2016-12-31					3rd party				No	No											InvType/Display/AF/AFNY 15					PER-I-D												Automotive (AU)						9	1	1	1	1	1	1	1	1	1	1	1
P	828			PERFSUPPLIER5 - 123	Display Standard			PerfTestCampaign814			Financial	ABCD	120 x 60	Button 2	CPM	Impressions	20	20	0.4	2016-01-01	2016-12-31					3rd party				No	No											InvType/Display/AF/AFNY 16					PER-I-D												Automotive (AU)						9	1	1	1	1	1	1	1	1	1	1	1
P	829			PERFSUPPLIER5 - 123	Display Standard			PerfTestCampaign815			Financial	ABCD	120 x 60	Button 2	CPM	Impressions	20	20	0.4	2016-01-01	2016-12-31					3rd party				No	No											InvType/Display/AF/AFNY 17					PER-I-D												Automotive (AU)						9	1	1	1	1	1	1	1	1	1	1	1
P	830			PERFSUPPLIER5 - 123	Display Standard			PerfTestCampaign816			Financial	ABCD	120 x 60	Button 2	CPM	Impressions	20	20	0.4	2016-01-01	2016-12-31					3rd party				No	No											InvType/Display/AF/AFNY 18					PER-I-D												Automotive (AU)						9	1	1	1	1	1	1	1	1	1	1	1
P	831			PERFSUPPLIER5 - 123	Display Standard			PerfTestCampaign817			Financial	ABCD	120 x 60	Button 2	CPM	Impressions	20	20	0.4	2016-01-01	2016-12-31					3rd party				No	No											InvType/Display/AF/AFNY 19					PER-I-D												Automotive (AU)						9	1	1	1	1	1	1	1	1	1	1	1
P	832			PERFSUPPLIER5 - 123	Display Standard			PerfTestCampaign818			Financial	ABCD	120 x 60	Button 2	CPM	Impressions	20	20	0.4	2016-01-01	2016-12-31					3rd party				No	No											InvType/Display/AF/AFNY 20					PER-I-D												Automotive (AU)						9	1	1	1	1	1	1	1	1	1	1	1
P	833			PERFSUPPLIER5 - 123	Display Standard			PerfTestCampaign819			Financial	ABCD	120 x 60	Button 2	CPM	Impressions	20	20	0.4	2016-01-01	2016-12-31					3rd party				No	No											InvType/Display/AF/AFNY 21					PER-I-D												Automotive (AU)						9	1	1	1	1	1	1	1	1	1	1	1
P	834			PERFSUPPLIER5 - 123	Display Standard			PerfTestCampaign820			Financial	ABCD	120 x 60	Button 2	CPM	Impressions	20	20	0.4	2016-01-01	2016-12-31					3rd party				No	No											InvType/Display/AF/AFNY 22					PER-I-D												Automotive (AU)						9	1	1	1	1	1	1	1	1	1	1	1
P	835			PERFSUPPLIER5 - 123	Display Standard			PerfTestCampaign821			Financial	ABCD	120 x 60	Button 2	CPM	Impressions	20	20	0.4	2016-01-01	2016-12-31					3rd party				No	No											InvType/Display/AF/AFNY 23					PER-I-D												Automotive (AU)						9	1	1	1	1	1	1	1	1	1	1	1
P	836			PERFSUPPLIER5 - 123	Display Standard			PerfTestCampaign822			Financial	ABCD	120 x 60	Button 2	CPM	Impressions	20	20	0.4	2016-01-01	2016-12-31					3rd party				No	No											InvType/Display/AF/AFNY 24					PER-I-D												Automotive (AU)						9	1	1	1	1	1	1	1	1	1	1	1
P	837			PERFSUPPLIER5 - 123	Display Standard			PerfTestCampaign823			Financial	ABCD	120 x 60	Button 2	CPM	Impressions	20	20	0.4	2016-01-01	2016-12-31					3rd party				No	No											InvType/Display/AF/AFNY 25					PER-I-D												Automotive (AU)						9	1	1	1	1	1	1	1	1	1	1	1
P	838			PERFSUPPLIER5 - 123	Display Standard			PerfTestCampaign824			Financial	ABCD	120 x 60	Button 2	CPM	Impressions	20	20	0.4	2016-01-01	2016-12-31					3rd party				No	No											InvType/Display/AF/AFNY 26					PER-I-D												Automotive (AU)						9	1	1	1	1	1	1	1	1	1	1	1
P	839			PERFSUPPLIER5 - 123	Display Standard			PerfTestCampaign825			Financial	ABCD	120 x 60	Button 2	CPM	Impressions	20	20	0.4	2016-01-01	2016-12-31					3rd party				No	No											InvType/Display/AF/AFNY 27					PER-I-D												Automotive (AU)						9	1	1	1	1	1	1	1	1	1	1	1
P	840			PERFSUPPLIER5 - 123	Display Standard			PerfTestCampaign826			Financial	ABCD	120 x 60	Button 2	CPM	Impressions	20	20	0.4	2016-01-01	2016-12-31					3rd party				No	No											InvType/Display/AF/AFNY 28					PER-I-D												Automotive (AU)						9	1	1	1	1	1	1	1	1	1	1	1
P	841			PERFSUPPLIER5 - 123	Display Standard			PerfTestCampaign827			Financial	ABCD	120 x 60	Button 2	CPM	Impressions	20	20	0.4	2016-01-01	2016-12-31					3rd party				No	No											InvType/Display/AF/AFNY 29					PER-I-D												Automotive (AU)						9	1	1	1	1	1	1	1	1	1	1	1
P	842			PERFSUPPLIER5 - 123	Display Standard			PerfTestCampaign828			Financial	ABCD	120 x 60	Button 2	CPM	Impressions	20	20	0.4	2016-01-01	2016-12-31					3rd party				No	No											InvType/Display/AF/AFNY 30					PER-I-D												Automotive (AU)						9	1	1	1	1	1	1	1	1	1	1	1
P	843			PERFSUPPLIER5 - 123	Display Standard			PerfTestCampaign829			Financial	ABCD	120 x 60	Button 2	CPM	Impressions	20	20	0.4	2016-01-01	2016-12-31					3rd party				No	No											InvType/Display/AF/AFNY 31					PER-I-D												Automotive (AU)						9	1	1	1	1	1	1	1	1	1	1	1
P	844			PERFSUPPLIER5 - 123	Display Standard			PerfTestCampaign830			Financial	ABCD	120 x 60	Button 2	CPM	Impressions	20	20	0.4	2016-01-01	2016-12-31					3rd party				No	No											InvType/Display/AF/AFNY 32					PER-I-D												Automotive (AU)						9	1	1	1	1	1	1	1	1	1	1	1
P	845			PERFSUPPLIER5 - 123	Display Standard			PerfTestCampaign831			Financial	ABCD	120 x 60	Button 2	CPM	Impressions	20	20	0.4	2016-01-01	2016-12-31					3rd party				No	No											InvType/Display/AF/AFNY 33					PER-I-D												Automotive (AU)						9	1	1	1	1	1	1	1	1	1	1	1
P	846			PERFSUPPLIER5 - 123	Display Standard			PerfTestCampaign832			Financial	ABCD	120 x 60	Button 2	CPM	Impressions	20	20	0.4	2016-01-01	2016-12-31					3rd party				No	No											InvType/Display/AF/AFNY 34					PER-I-D												Automotive (AU)						9	1	1	1	1	1	1	1	1	1	1	1
P	847			PERFSUPPLIER5 - 123	Display Standard			PerfTestCampaign833			Financial	ABCD	120 x 60	Button 2	CPM	Impressions	20	20	0.4	2016-01-01	2016-12-31					3rd party				No	No											InvType/Display/AF/AFNY 35					PER-I-D												Automotive (AU)						9	1	1	1	1	1	1	1	1	1	1	1
P	848			PERFSUPPLIER5 - 123	Display Standard			PerfTestCampaign834			Financial	ABCD	120 x 60	Button 2	CPM	Impressions	20	20	0.4	2016-01-01	2016-12-31					3rd party				No	No											InvType/Display/AF/AFNY 36					PER-I-D												Automotive (AU)						9	1	1	1	1	1	1	1	1	1	1	1
P	849			PERFSUPPLIER5 - 123	Display Standard			PerfTestCampaign835			Financial	ABCD	120 x 60	Button 2	CPM	Impressions	20	20	0.4	2016-01-01	2016-12-31					3rd party				No	No											InvType/Display/AF/AFNY 37					PER-I-D												Automotive (AU)						9	1	1	1	1	1	1	1	1	1	1	1
P	850			PERFSUPPLIER5 - 123	Display Standard			PerfTestCampaign836			Financial	ABCD	120 x 60	Button 2	CPM	Impressions	20	20	0.4	2016-01-01	2016-12-31					3rd party				No	No											InvType/Display/AF/AFNY 38					PER-I-D												Automotive (AU)						9	1	1	1	1	1	1	1	1	1	1	1
P	851			PERFSUPPLIER5 - 123	Display Standard			PerfTestCampaign837			Financial	ABCD	120 x 60	Button 2	CPM	Impressions	20	20	0.4	2016-01-01	2016-12-31					3rd party				No	No											InvType/Display/AF/AFNY 39					PER-I-D												Automotive (AU)						9	1	1	1	1	1	1	1	1	1	1	1
P	852			PERFSUPPLIER5 - 123	Display Standard			PerfTestCampaign838			Financial	ABCD	120 x 60	Button 2	CPM	Impressions	20	20	0.4	2016-01-01	2016-12-31					3rd party				No	No											InvType/Display/AF/AFNY 40					PER-I-D												Automotive (AU)						9	1	1	1	1	1	1	1	1	1	1	1
P	853			PERFSUPPLIER5 - 123	Display Standard			PerfTestCampaign839			Financial	ABCD	120 x 60	Button 2	CPM	Impressions	20	20	0.4	2016-01-01	2016-12-31					3rd party				No	No											InvType/Display/AF/AFNY 41					PER-I-D												Automotive (AU)						9	1	1	1	1	1	1	1	1	1	1	1
P	854			PERFSUPPLIER5 - 123	Display Standard			PerfTestCampaign840			Financial	ABCD	120 x 60	Button 2	CPM	Impressions	20	20	0.4	2016-01-01	2016-12-31					3rd party				No	No											InvType/Display/AF/AFNY 42					PER-I-D												Automotive (AU)						9	1	1	1	1	1	1	1	1	1	1	1
P	855			PERFSUPPLIER5 - 123	Display Standard			PerfTestCampaign841			Financial	ABCD	120 x 60	Button 2	CPM	Impressions	20	20	0.4	2016-01-01	2016-12-31					3rd party				No	No											InvType/Display/AF/AFNY 43					PER-I-D												Automotive (AU)						9	1	1	1	1	1	1	1	1	1	1	1
P	856			PERFSUPPLIER5 - 123	Display Standard			PerfTestCampaign842			Financial	ABCD	120 x 60	Button 2	CPM	Impressions	20	20	0.4	2016-01-01	2016-12-31					3rd party				No	No											InvType/Display/AF/AFNY 44					PER-I-D												Automotive (AU)						9	1	1	1	1	1	1	1	1	1	1	1
P	857			PERFSUPPLIER5 - 123	Display Standard			PerfTestCampaign843			Financial	ABCD	120 x 60	Button 2	CPM	Impressions	20	20	0.4	2016-01-01	2016-12-31					3rd party				No	No											InvType/Display/AF/AFNY 45					PER-I-D												Automotive (AU)						9	1	1	1	1	1	1	1	1	1	1	1
P	858			PERFSUPPLIER5 - 123	Display Standard			PerfTestCampaign844			Financial	ABCD	120 x 60	Button 2	CPM	Impressions	20	20	0.4	2016-01-01	2016-12-31					3rd party				No	No											InvType/Display/AF/AFNY 46					PER-I-D												Automotive (AU)						9	1	1	1	1	1	1	1	1	1	1	1
P	859			PERFSUPPLIER5 - 123	Display Standard			PerfTestCampaign845			Financial	ABCD	120 x 60	Button 2	CPM	Impressions	20	20	0.4	2016-01-01	2016-12-31					3rd party				No	No											InvType/Display/AF/AFNY 47					PER-I-D												Automotive (AU)						9	1	1	1	1	1	1	1	1	1	1	1
P	860			PERFSUPPLIER5 - 123	Display Standard			PerfTestCampaign846			Financial	ABCD	120 x 60	Button 2	CPM	Impressions	20	20	0.4	2016-01-01	2016-12-31					3rd party				No	No											InvType/Display/AF/AFNY 48					PER-I-D												Automotive (AU)						9	1	1	1	1	1	1	1	1	1	1	1
P	861			PERFSUPPLIER5 - 123	Display Standard			PerfTestCampaign847			Financial	ABCD	120 x 60	Button 2	CPM	Impressions	20	20	0.4	2016-01-01	2016-12-31					3rd party				No	No											InvType/Display/AF/AFNY 49					PER-I-D												Automotive (AU)						9	1	1	1	1	1	1	1	1	1	1	1
P	862			PERFSUPPLIER5 - 123	Display Standard			PerfTestCampaign848			Financial	ABCD	120 x 60	Button 2	CPM	Impressions	20	20	0.4	2016-01-01	2016-12-31					3rd party				No	No											InvType/Display/AF/AFNY 50					PER-I-D												Automotive (AU)						9	1	1	1	1	1	1	1	1	1	1	1
P	863			PERFSUPPLIER5 - 123	Display Standard			PerfTestCampaign849			Financial	ABCD	120 x 60	Button 2	CPM	Impressions	20	20	0.4	2016-01-01	2016-12-31					3rd party				No	No											InvType/Display/AF/AFNY 51					PER-I-D												Automotive (AU)						9	1	1	1	1	1	1	1	1	1	1	1
P	864			PERFSUPPLIER5 - 123	Display Standard			PerfTestCampaign850			Financial	ABCD	120 x 60	Button 2	CPM	Impressions	20	20	0.4	2016-01-01	2016-12-31					3rd party				No	No											InvType/Display/AF/AFNY 52					PER-I-D												Automotive (AU)						9	1	1	1	1	1	1	1	1	1	1	1
P	865			PERFSUPPLIER5 - 123	Display Standard			PerfTestCampaign851			Financial	ABCD	120 x 60	Button 2	CPM	Impressions	20	20	0.4	2016-01-01	2016-12-31					3rd party				No	No											InvType/Display/AF/AFNY 53					PER-I-D												Automotive (AU)						9	1	1	1	1	1	1	1	1	1	1	1
P	866			PERFSUPPLIER5 - 123	Display Standard			PerfTestCampaign852			Financial	ABCD	120 x 60	Button 2	CPM	Impressions	20	20	0.4	2016-01-01	2016-12-31					3rd party				No	No											InvType/Display/AF/AFNY 54					PER-I-D												Automotive (AU)						9	1	1	1	1	1	1	1	1	1	1	1
P	867			PERFSUPPLIER5 - 123	Display Standard			PerfTestCampaign853			Financial	ABCD	120 x 60	Button 2	CPM	Impressions	20	20	0.4	2016-01-01	2016-12-31					3rd party				No	No											InvType/Display/AF/AFNY 55					PER-I-D												Automotive (AU)						9	1	1	1	1	1	1	1	1	1	1	1
P	868			PERFSUPPLIER5 - 123	Display Standard			PerfTestCampaign854			Financial	ABCD	120 x 60	Button 2	CPM	Impressions	20	20	0.4	2016-01-01	2016-12-31					3rd party				No	No											InvType/Display/AF/AFNY 56					PER-I-D												Automotive (AU)						9	1	1	1	1	1	1	1	1	1	1	1
P	869			PERFSUPPLIER5 - 123	Display Standard			PerfTestCampaign855			Financial	ABCD	120 x 60	Button 2	CPM	Impressions	20	20	0.4	2016-01-01	2016-12-31					3rd party				No	No											InvType/Display/AF/AFNY 57					PER-I-D												Automotive (AU)						9	1	1	1	1	1	1	1	1	1	1	1
P	870			PERFSUPPLIER5 - 123	Display Standard			PerfTestCampaign856			Financial	ABCD	120 x 60	Button 2	CPM	Impressions	20	20	0.4	2016-01-01	2016-12-31					3rd party				No	No											InvType/Display/AF/AFNY 58					PER-I-D												Automotive (AU)						9	1	1	1	1	1	1	1	1	1	1	1
P	871			PERFSUPPLIER5 - 123	Display Standard			PerfTestCampaign857			Financial	ABCD	120 x 60	Button 2	CPM	Impressions	20	20	0.4	2016-01-01	2016-12-31					3rd party				No	No											InvType/Display/AF/AFNY 59					PER-I-D												Automotive (AU)						9	1	1	1	1	1	1	1	1	1	1	1
P	872			PERFSUPPLIER5 - 123	Display Standard			PerfTestCampaign858			Financial	ABCD	120 x 60	Button 2	CPM	Impressions	20	20	0.4	2016-01-01	2016-12-31					3rd party				No	No											InvType/Display/AF/AFNY 60					PER-I-D												Automotive (AU)						9	1	1	1	1	1	1	1	1	1	1	1
P	873			PERFSUPPLIER5 - 123	Display Standard			PerfTestCampaign859			Financial	ABCD	120 x 60	Button 2	CPM	Impressions	20	20	0.4	2016-01-01	2016-12-31					3rd party				No	No											InvType/Display/AF/AFNY 61					PER-I-D												Automotive (AU)						9	1	1	1	1	1	1	1	1	1	1	1
P	874			PERFSUPPLIER5 - 123	Display Standard			PerfTestCampaign860			Financial	ABCD	120 x 60	Button 2	CPM	Impressions	20	20	0.4	2016-01-01	2016-12-31					3rd party				No	No											InvType/Display/AF/AFNY 62					PER-I-D												Automotive (AU)						9	1	1	1	1	1	1	1	1	1	1	1
P	875			PERFSUPPLIER5 - 123	Display Standard			PerfTestCampaign861			Financial	ABCD	120 x 60	Button 2	CPM	Impressions	20	20	0.4	2016-01-01	2016-12-31					3rd party				No	No											InvType/Display/AF/AFNY 63					PER-I-D												Automotive (AU)						9	1	1	1	1	1	1	1	1	1	1	1
P	876			PERFSUPPLIER5 - 123	Display Standard			PerfTestCampaign862			Financial	ABCD	120 x 60	Button 2	CPM	Impressions	20	20	0.4	2016-01-01	2016-12-31					3rd party				No	No											InvType/Display/AF/AFNY 64					PER-I-D												Automotive (AU)						9	1	1	1	1	1	1	1	1	1	1	1
P	877			PERFSUPPLIER5 - 123	Display Standard			PerfTestCampaign863			Financial	ABCD	120 x 60	Button 2	CPM	Impressions	20	20	0.4	2016-01-01	2016-12-31					3rd party				No	No											InvType/Display/AF/AFNY 65					PER-I-D												Automotive (AU)						9	1	1	1	1	1	1	1	1	1	1	1
P	878			PERFSUPPLIER5 - 123	Display Standard			PerfTestCampaign864			Financial	ABCD	120 x 60	Button 2	CPM	Impressions	20	20	0.4	2016-01-01	2016-12-31					3rd party				No	No											InvType/Display/AF/AFNY 66					PER-I-D												Automotive (AU)						9	1	1	1	1	1	1	1	1	1	1	1
P	879			PERFSUPPLIER5 - 123	Display Standard			PerfTestCampaign865			Financial	ABCD	120 x 60	Button 2	CPM	Impressions	20	20	0.4	2016-01-01	2016-12-31					3rd party				No	No											InvType/Display/AF/AFNY 67					PER-I-D												Automotive (AU)						9	1	1	1	1	1	1	1	1	1	1	1
P	880			PERFSUPPLIER5 - 123	Display Standard			PerfTestCampaign866			Financial	ABCD	120 x 60	Button 2	CPM	Impressions	20	20	0.4	2016-01-01	2016-12-31					3rd party				No	No											InvType/Display/AF/AFNY 68					PER-I-D												Automotive (AU)						9	1	1	1	1	1	1	1	1	1	1	1
P	881			PERFSUPPLIER5 - 123	Display Standard			PerfTestCampaign867			Financial	ABCD	120 x 60	Button 2	CPM	Impressions	20	20	0.4	2016-01-01	2016-12-31					3rd party				No	No											InvType/Display/AF/AFNY 69					PER-I-D												Automotive (AU)						9	1	1	1	1	1	1	1	1	1	1	1
P	882			PERFSUPPLIER5 - 123	Display Standard			PerfTestCampaign868			Financial	ABCD	120 x 60	Button 2	CPM	Impressions	20	20	0.4	2016-01-01	2016-12-31					3rd party				No	No											InvType/Display/AF/AFNY 70					PER-I-D												Automotive (AU)						9	1	1	1	1	1	1	1	1	1	1	1
P	883			PERFSUPPLIER5 - 123	Display Standard			PerfTestCampaign869			Financial	ABCD	120 x 60	Button 2	CPM	Impressions	20	20	0.4	2016-01-01	2016-12-31					3rd party				No	No											InvType/Display/AF/AFNY 71					PER-I-D												Automotive (AU)						9	1	1	1	1	1	1	1	1	1	1	1
P	884			PERFSUPPLIER5 - 123	Display Standard			PerfTestCampaign870			Financial	ABCD	120 x 60	Button 2	CPM	Impressions	20	20	0.4	2016-01-01	2016-12-31					3rd party				No	No											InvType/Display/AF/AFNY 72					PER-I-D												Automotive (AU)						9	1	1	1	1	1	1	1	1	1	1	1
P	885			PERFSUPPLIER5 - 123	Display Standard			PerfTestCampaign871			Financial	ABCD	120 x 60	Button 2	CPM	Impressions	20	20	0.4	2016-01-01	2016-12-31					3rd party				No	No											InvType/Display/AF/AFNY 73					PER-I-D												Automotive (AU)						9	1	1	1	1	1	1	1	1	1	1	1
P	886			PERFSUPPLIER5 - 123	Display Standard			PerfTestCampaign872			Financial	ABCD	120 x 60	Button 2	CPM	Impressions	20	20	0.4	2016-01-01	2016-12-31					3rd party				No	No											InvType/Display/AF/AFNY 74					PER-I-D												Automotive (AU)						9	1	1	1	1	1	1	1	1	1	1	1
P	887			PERFSUPPLIER5 - 123	Display Standard			PerfTestCampaign873			Financial	ABCD	120 x 60	Button 2	CPM	Impressions	20	20	0.4	2016-01-01	2016-12-31					3rd party				No	No											InvType/Display/AF/AFNY 75					PER-I-D												Automotive (AU)						9	1	1	1	1	1	1	1	1	1	1	1
P	888			PERFSUPPLIER5 - 123	Display Standard			PerfTestCampaign874			Financial	ABCD	120 x 60	Button 2	CPM	Impressions	20	20	0.4	2016-01-01	2016-12-31					3rd party				No	No											InvType/Display/AF/AFNY 76					PER-I-D												Automotive (AU)						9	1	1	1	1	1	1	1	1	1	1	1
P	889			PERFSUPPLIER5 - 123	Display Standard			PerfTestCampaign875			Financial	ABCD	120 x 60	Button 2	CPM	Impressions	20	20	0.4	2016-01-01	2016-12-31					3rd party				No	No											InvType/Display/AF/AFNY 77					PER-I-D												Automotive (AU)						9	1	1	1	1	1	1	1	1	1	1	1
P	890			PERFSUPPLIER5 - 123	Display Standard			PerfTestCampaign876			Financial	ABCD	120 x 60	Button 2	CPM	Impressions	20	20	0.4	2016-01-01	2016-12-31					3rd party				No	No											InvType/Display/AF/AFNY 78					PER-I-D												Automotive (AU)						9	1	1	1	1	1	1	1	1	1	1	1
P	891			PERFSUPPLIER5 - 123	Display Standard			PerfTestCampaign877			Financial	ABCD	120 x 60	Button 2	CPM	Impressions	20	20	0.4	2016-01-01	2016-12-31					3rd party				No	No											InvType/Display/AF/AFNY 79					PER-I-D												Automotive (AU)						9	1	1	1	1	1	1	1	1	1	1	1
