SN		Schema 2.9																																																																										
SV		2.9																																																																										
C			80																																																																									
T		TOKEN		CP3L4G																																																																								
HR	rowNumber	placementNumber	sourceID	site	packageNPackageType	groupName	primaryPlacement	placementName	supplierProductName	placementUrl	section	target	dimensions	dimensionsPosition	proposalCostMethod	unitType	rate	unitAmount	plannedCost	flightStart	flightEnd	creativeType	creativeTypeDescription	maxFileSize	creativeDueDate	servedBy	estimatedUniqueViews	estimatedPageViews	shareOfVoice	richMediaAccepted	richMediaFeeIncluded	flashVersion	maxLooping	maxAnimationTiming	comments	supplierValidityEndDate	supplerSalesOrderRef	supplierSalesOrderRefVersion	supplierSalesAdserverOID	supplierPlacementRef	supplierOrderDate	inventoryType	subsection	supplierPlacementParentRef	marketRate	CC:VENDOR PROPERTY TYPE	CC:PUBLISHER PRODUCT	CC:FEES	CC:COMMISSION	CC:MEDIA TYPE	CC:GUARANTEED	CC:EXPIRATION DATE	CC:TARGETING DELIVERY TYPE	CC:RICH MEDIA TYPES - FORMAT	CC:BUY TYPE 1	CC:CHANNEL TYPE 1	CC:CHANNEL TYPE 2	CC:TARGETING AUDIENCE TYPE	CC:TARGETING CONTEXT TYPE	CC:BUY TYPE 2	CC:TARGETING DELIVERY VALUE	CC:NOTES FOR BUYER	CC:NON-GUARANTEED IMPRESSIONS ESTIMATES	CC:VIDEO LENGTH	M:1	M:2	M:3	M:4	M:5	M:6	M:7	M:8	M:9	M:10	M:11	M:12
P	667			PERFSUPPLIER4 - 123	Display Standard			PerfCampaign653			Recruitment	ABCD64	120 x 60	Button 2	CPM	Impressions	20	4000	80	2016-01-01	2016-12-31					3rd party				No	No																PER-I-D												College (CO)						371	345	369	357	369	357	369	369	357	369	357	11
P	668			PERFSUPPLIER4 - 123	Display Standard			PerfCampaign654			Recruitment	ABCD65	120 x 60	Button 2	CPM	Impressions	20	4000	80	2016-01-01	2016-12-31					3rd party				No	No																PER-I-D												College (CO)						371	345	369	357	369	357	369	369	357	369	357	11
P	669			PERFSUPPLIER4 - 123	Display Standard			PerfCampaign655			Recruitment	ABCD66	120 x 60	Button 2	CPM	Impressions	20	4000	80	2016-01-01	2016-12-31					3rd party				No	No																PER-I-D												College (CO)						371	345	369	357	369	357	369	369	357	369	357	11
P	670			PERFSUPPLIER4 - 123	Display Standard			PerfCampaign656			Recruitment	ABCD67	120 x 60	Button 2	CPM	Impressions	20	4000	80	2016-01-01	2016-12-31					3rd party				No	No																PER-I-D												College (CO)						371	345	369	357	369	357	369	369	357	369	357	11
P	671			PERFSUPPLIER4 - 123	Display Standard			PerfCampaign657			Recruitment	ABCD68	120 x 60	Button 2	CPM	Impressions	20	4000	80	2016-01-01	2016-12-31					3rd party				No	No																PER-I-D												College (CO)						371	345	369	357	369	357	369	369	357	369	357	11
P	672			PERFSUPPLIER4 - 123	Display Standard			PerfCampaign658			Recruitment	ABCD69	120 x 60	Button 2	CPM	Impressions	20	4000	80	2016-01-01	2016-12-31					3rd party				No	No																PER-I-D												College (CO)						371	345	369	357	369	357	369	369	357	369	357	11
P	673			PERFSUPPLIER4 - 123	Display Standard			PerfCampaign659			Recruitment	ABCD70	120 x 60	Button 2	CPM	Impressions	20	4000	80	2016-01-01	2016-12-31					3rd party				No	No																PER-I-D												College (CO)						371	345	369	357	369	357	369	369	357	369	357	11
P	674			PERFSUPPLIER4 - 123	Display Standard			PerfCampaign660			Recruitment	ABCD71	120 x 60	Button 2	CPM	Impressions	20	4000	80	2016-01-01	2016-12-31					3rd party				No	No																PER-I-D												College (CO)						371	345	369	357	369	357	369	369	357	369	357	11
P	675			PERFSUPPLIER4 - 123	Display Standard			PerfCampaign661			Recruitment	ABCD72	120 x 60	Button 2	CPM	Impressions	20	4000	80	2016-01-01	2016-12-31					3rd party				No	No																PER-I-D												College (CO)						371	345	369	357	369	357	369	369	357	369	357	11
P	676			PERFSUPPLIER4 - 123	Display Standard			PerfCampaign662			Recruitment	ABCD73	120 x 60	Button 2	CPM	Impressions	20	4000	80	2016-01-01	2016-12-31					3rd party				No	No																PER-I-D												College (CO)						371	345	369	357	369	357	369	369	357	369	357	11
P	677			PERFSUPPLIER4 - 123	Display Standard			PerfCampaign663			Recruitment	ABCD74	120 x 60	Button 2	CPM	Impressions	20	4000	80	2016-01-01	2016-12-31					3rd party				No	No																PER-I-D												College (CO)						371	345	369	357	369	357	369	369	357	369	357	11
P	678			PERFSUPPLIER4 - 123	Display Standard			PerfCampaign664			Recruitment	ABCD75	120 x 60	Button 2	CPM	Impressions	20	4000	80	2016-01-01	2016-12-31					3rd party				No	No																PER-I-D												College (CO)						371	345	369	357	369	357	369	369	357	369	357	11
P	679			PERFSUPPLIER4 - 123	Display Standard			PerfCampaign665			Recruitment	ABCD76	120 x 60	Button 2	CPM	Impressions	20	4000	80	2016-01-01	2016-12-31					3rd party				No	No																PER-I-D												College (CO)						371	345	369	357	369	357	369	369	357	369	357	11
P	680			PERFSUPPLIER4 - 123	Display Standard			PerfCampaign666			Recruitment	ABCD77	120 x 60	Button 2	CPM	Impressions	20	4000	80	2016-01-01	2016-12-31					3rd party				No	No																PER-I-D												College (CO)						371	345	369	357	369	357	369	369	357	369	357	11
P	681			PERFSUPPLIER4 - 123	Display Standard			PerfCampaign667			Recruitment	ABCD78	120 x 60	Button 2	CPM	Impressions	20	4000	80	2016-01-01	2016-12-31					3rd party				No	No																PER-I-D												College (CO)						371	345	369	357	369	357	369	369	357	369	357	11
P	682			PERFSUPPLIER4 - 123	Display Standard			PerfCampaign668			Recruitment	ABCD79	120 x 60	Button 2	CPM	Impressions	20	4000	80	2016-01-01	2016-12-31					3rd party				No	No																PER-I-D												College (CO)						371	345	369	357	369	357	369	369	357	369	357	11
P	683			PERFSUPPLIER4 - 123	Display Standard			PerfCampaign669			Recruitment	ABCD80	120 x 60	Button 2	CPM	Impressions	20	4000	80	2016-01-01	2016-12-31					3rd party				No	No																PER-I-D												College (CO)						371	345	369	357	369	357	369	369	357	369	357	11
P	684			PERFSUPPLIER4 - 123	Display Standard			PerfCampaign670			Recruitment	ABCD81	120 x 60	Button 2	CPM	Impressions	20	4000	80	2016-01-01	2016-12-31					3rd party				No	No																PER-I-D												College (CO)						371	345	369	357	369	357	369	369	357	369	357	11
P	685			PERFSUPPLIER4 - 123	Display Standard			PerfCampaign671			Recruitment	ABCD82	120 x 60	Button 2	CPM	Impressions	20	4000	80	2016-01-01	2016-12-31					3rd party				No	No																PER-I-D												College (CO)						371	345	369	357	369	357	369	369	357	369	357	11
P	686			PERFSUPPLIER4 - 123	Display Standard			PerfCampaign672			Recruitment	ABCD83	120 x 60	Button 2	CPM	Impressions	20	4000	80	2016-01-01	2016-12-31					3rd party				No	No																PER-I-D												College (CO)						371	345	369	357	369	357	369	369	357	369	357	11
P	687			PERFSUPPLIER4 - 123	Display Standard			PerfCampaign673			Recruitment	ABCD84	120 x 60	Button 2	CPM	Impressions	20	4000	80	2016-01-01	2016-12-31					3rd party				No	No																PER-I-D												College (CO)						371	345	369	357	369	357	369	369	357	369	357	11
P	688			PERFSUPPLIER4 - 123	Display Standard			PerfCampaign674			Recruitment	ABCD85	120 x 60	Button 2	CPM	Impressions	20	4000	80	2016-01-01	2016-12-31					3rd party				No	No																PER-I-D												College (CO)						371	345	369	357	369	357	369	369	357	369	357	11
P	689			PERFSUPPLIER4 - 123	Display Standard			PerfCampaign675			Recruitment	ABCD86	120 x 60	Button 2	CPM	Impressions	20	4000	80	2016-01-01	2016-12-31					3rd party				No	No																PER-I-D												College (CO)						371	345	369	357	369	357	369	369	357	369	357	11
P	690			PERFSUPPLIER4 - 123	Display Standard			PerfCampaign676			Recruitment	ABCD87	120 x 60	Button 2	CPM	Impressions	20	4000	80	2016-01-01	2016-12-31					3rd party				No	No																PER-I-D												College (CO)						371	345	369	357	369	357	369	369	357	369	357	11
P	691			PERFSUPPLIER4 - 123	Display Standard			PerfCampaign677			Recruitment	ABCD88	120 x 60	Button 2	CPM	Impressions	20	4000	80	2016-01-01	2016-12-31					3rd party				No	No																PER-I-D												College (CO)						371	345	369	357	369	357	369	369	357	369	357	11
P	692			PERFSUPPLIER4 - 123	Display Standard			PerfCampaign678			Recruitment	ABCD89	120 x 60	Button 2	CPM	Impressions	20	4000	80	2016-01-01	2016-12-31					3rd party				No	No																PER-I-D												College (CO)						371	345	369	357	369	357	369	369	357	369	357	11
P	693			PERFSUPPLIER4 - 123	Display Standard			PerfCampaign679			Recruitment	ABCD90	120 x 60	Button 2	CPM	Impressions	20	4000	80	2016-01-01	2016-12-31					3rd party				No	No																PER-I-D												College (CO)						371	345	369	357	369	357	369	369	357	369	357	11
P	694			PERFSUPPLIER4 - 123	Display Standard			PerfCampaign680			Recruitment	ABCD91	120 x 60	Button 2	CPM	Impressions	20	4000	80	2016-01-01	2016-12-31					3rd party				No	No																PER-I-D												College (CO)						371	345	369	357	369	357	369	369	357	369	357	11
P	695			PERFSUPPLIER4 - 123	Display Standard			PerfCampaign681			Recruitment	ABCD92	120 x 60	Button 2	CPM	Impressions	20	4000	80	2016-01-01	2016-12-31					3rd party				No	No																PER-I-D												College (CO)						371	345	369	357	369	357	369	369	357	369	357	11
P	696			PERFSUPPLIER4 - 123	Display Standard			PerfCampaign682			Recruitment	ABCD93	120 x 60	Button 2	CPM	Impressions	20	4000	80	2016-01-01	2016-12-31					3rd party				No	No																PER-I-D												College (CO)						371	345	369	357	369	357	369	369	357	369	357	11
P	697			PERFSUPPLIER4 - 123	Display Standard			PerfCampaign683			Recruitment	ABCD94	120 x 60	Button 2	CPM	Impressions	20	4000	80	2016-01-01	2016-12-31					3rd party				No	No																PER-I-D												College (CO)						371	345	369	357	369	357	369	369	357	369	357	11
P	698			PERFSUPPLIER4 - 123	Display Standard			PerfCampaign684			Recruitment	ABCD95	120 x 60	Button 2	CPM	Impressions	20	4000	80	2016-01-01	2016-12-31					3rd party				No	No																PER-I-D												College (CO)						371	345	369	357	369	357	369	369	357	369	357	11
P	699			PERFSUPPLIER4 - 123	Display Standard			PerfCampaign685			Recruitment	ABCD96	120 x 60	Button 2	CPM	Impressions	20	4000	80	2016-01-01	2016-12-31					3rd party				No	No																PER-I-D												College (CO)						371	345	369	357	369	357	369	369	357	369	357	11
P	700			PERFSUPPLIER4 - 123	Display Standard			PerfCampaign686			Recruitment	ABCD97	120 x 60	Button 2	CPM	Impressions	20	4000	80	2016-01-01	2016-12-31					3rd party				No	No																PER-I-D												College (CO)						371	345	369	357	369	357	369	369	357	369	357	11
P	701			PERFSUPPLIER4 - 123	Display Standard			PerfCampaign687			Recruitment	ABCD98	120 x 60	Button 2	CPM	Impressions	20	4000	80	2016-01-01	2016-12-31					3rd party				No	No																PER-I-D												College (CO)						371	345	369	357	369	357	369	369	357	369	357	11
P	702			PERFSUPPLIER4 - 123	Display Standard			PerfCampaign688			Recruitment	ABCD99	120 x 60	Button 2	CPM	Impressions	20	4000	80	2016-01-01	2016-12-31					3rd party				No	No																PER-I-D												College (CO)						371	345	369	357	369	357	369	369	357	369	357	11
