SN		Schema 2.9																																																																										
SV		2.9																																																																										
C			0.4																																																																									
T		TOKEN		CP3KK4																																																																								
HR	rowNumber	placementNumber	sourceID	site	packageNPackageType	groupName	primaryPlacement	placementName	supplierProductName	placementUrl	section	target	dimensions	dimensionsPosition	proposalCostMethod	unitType	rate	unitAmount	plannedCost	flightStart	flightEnd	creativeType	creativeTypeDescription	maxFileSize	creativeDueDate	servedBy	estimatedUniqueViews	estimatedPageViews	shareOfVoice	richMediaAccepted	richMediaFeeIncluded	flashVersion	maxLooping	maxAnimationTiming	comments	supplierValidityEndDate	supplerSalesOrderRef	supplierSalesOrderRefVersion	supplierSalesAdserverOID	supplierPlacementRef	supplierOrderDate	inventoryType	subsection	supplierPlacementParentRef	marketRate	CC:VENDOR PROPERTY TYPE	CC:PUBLISHER PRODUCT	CC:FEES	CC:COMMISSION	CC:MEDIA TYPE	CC:GUARANTEED	CC:EXPIRATION DATE	CC:TARGETING DELIVERY TYPE	CC:RICH MEDIA TYPES - FORMAT	CC:BUY TYPE 1	CC:CHANNEL TYPE 1	CC:CHANNEL TYPE 2	CC:TARGETING AUDIENCE TYPE	CC:TARGETING CONTEXT TYPE	CC:BUY TYPE 2	CC:TARGETING DELIVERY VALUE	CC:NOTES FOR BUYER	CC:NON-GUARANTEED IMPRESSIONS ESTIMATES	CC:VIDEO LENGTH	M:1	M:2	M:3	M:4	M:5	M:6	M:7	M:8	M:9	M:10	M:11	M:12
P	24			PERFSUPPLIER2 - 123	Display Standard			PerfTestCampaign10			Financial	ABCD	120 x 60	Button 2	CPM	Impressions	20	20	0.4	2016-01-01	2016-12-31					3rd party				No	No											InvType/Display/AF/AFNY 12					PER-I-D												Automotive (AU)						9	1	1	1	1	1	1	1	1	1	1	1
P	25			PERFSUPPLIER2 - 123	Display Standard			PerfTestCampaign11			Financial	ABCD	120 x 60	Button 2	CPM	Impressions	20	20	0.4	2016-01-01	2016-12-31					3rd party				No	No											InvType/Display/AF/AFNY 13					PER-I-D												Automotive (AU)						9	1	1	1	1	1	1	1	1	1	1	1
P	26			PERFSUPPLIER2 - 123	Display Standard			PerfTestCampaign12			Financial	ABCD	120 x 60	Button 2	CPM	Impressions	20	20	0.4	2016-01-01	2016-12-31					3rd party				No	No											InvType/Display/AF/AFNY 14					PER-I-D												Automotive (AU)						9	1	1	1	1	1	1	1	1	1	1	1
P	27			PERFSUPPLIER2 - 123	Display Standard			PerfTestCampaign13			Financial	ABCD	120 x 60	Button 2	CPM	Impressions	20	20	0.4	2016-01-01	2016-12-31					3rd party				No	No											InvType/Display/AF/AFNY 15					PER-I-D												Automotive (AU)						9	1	1	1	1	1	1	1	1	1	1	1
P	28			PERFSUPPLIER2 - 123	Display Standard			PerfTestCampaign14			Financial	ABCD	120 x 60	Button 2	CPM	Impressions	20	20	0.4	2016-01-01	2016-12-31					3rd party				No	No											InvType/Display/AF/AFNY 16					PER-I-D												Automotive (AU)						9	1	1	1	1	1	1	1	1	1	1	1
P	29			PERFSUPPLIER2 - 123	Display Standard			PerfTestCampaign15			Financial	ABCD	120 x 60	Button 2	CPM	Impressions	20	20	0.4	2016-01-01	2016-12-31					3rd party				No	No											InvType/Display/AF/AFNY 17					PER-I-D												Automotive (AU)						9	1	1	1	1	1	1	1	1	1	1	1
P	30			PERFSUPPLIER2 - 123	Display Standard			PerfTestCampaign16			Financial	ABCD	120 x 60	Button 2	CPM	Impressions	20	20	0.4	2016-01-01	2016-12-31					3rd party				No	No											InvType/Display/AF/AFNY 18					PER-I-D												Automotive (AU)						9	1	1	1	1	1	1	1	1	1	1	1
P	31			PERFSUPPLIER2 - 123	Display Standard			PerfTestCampaign17			Financial	ABCD	120 x 60	Button 2	CPM	Impressions	20	20	0.4	2016-01-01	2016-12-31					3rd party				No	No											InvType/Display/AF/AFNY 19					PER-I-D												Automotive (AU)						9	1	1	1	1	1	1	1	1	1	1	1
P	32			PERFSUPPLIER2 - 123	Display Standard			PerfTestCampaign18			Financial	ABCD	120 x 60	Button 2	CPM	Impressions	20	20	0.4	2016-01-01	2016-12-31					3rd party				No	No											InvType/Display/AF/AFNY 20					PER-I-D												Automotive (AU)						9	1	1	1	1	1	1	1	1	1	1	1
P	33			PERFSUPPLIER2 - 123	Display Standard			PerfTestCampaign19			Financial	ABCD	120 x 60	Button 2	CPM	Impressions	20	20	0.4	2016-01-01	2016-12-31					3rd party				No	No											InvType/Display/AF/AFNY 21					PER-I-D												Automotive (AU)						9	1	1	1	1	1	1	1	1	1	1	1
P	34			PERFSUPPLIER2 - 123	Display Standard			PerfTestCampaign20			Financial	ABCD	120 x 60	Button 2	CPM	Impressions	20	20	0.4	2016-01-01	2016-12-31					3rd party				No	No											InvType/Display/AF/AFNY 22					PER-I-D												Automotive (AU)						9	1	1	1	1	1	1	1	1	1	1	1
P	35			PERFSUPPLIER2 - 123	Display Standard			PerfTestCampaign21			Financial	ABCD	120 x 60	Button 2	CPM	Impressions	20	20	0.4	2016-01-01	2016-12-31					3rd party				No	No											InvType/Display/AF/AFNY 23					PER-I-D												Automotive (AU)						9	1	1	1	1	1	1	1	1	1	1	1
P	36			PERFSUPPLIER2 - 123	Display Standard			PerfTestCampaign22			Financial	ABCD	120 x 60	Button 2	CPM	Impressions	20	20	0.4	2016-01-01	2016-12-31					3rd party				No	No											InvType/Display/AF/AFNY 24					PER-I-D												Automotive (AU)						9	1	1	1	1	1	1	1	1	1	1	1
P	37			PERFSUPPLIER2 - 123	Display Standard			PerfTestCampaign23			Financial	ABCD	120 x 60	Button 2	CPM	Impressions	20	20	0.4	2016-01-01	2016-12-31					3rd party				No	No											InvType/Display/AF/AFNY 25					PER-I-D												Automotive (AU)						9	1	1	1	1	1	1	1	1	1	1	1
P	38			PERFSUPPLIER2 - 123	Display Standard			PerfTestCampaign24			Financial	ABCD	120 x 60	Button 2	CPM	Impressions	20	20	0.4	2016-01-01	2016-12-31					3rd party				No	No											InvType/Display/AF/AFNY 26					PER-I-D												Automotive (AU)						9	1	1	1	1	1	1	1	1	1	1	1
P	39			PERFSUPPLIER2 - 123	Display Standard			PerfTestCampaign25			Financial	ABCD	120 x 60	Button 2	CPM	Impressions	20	20	0.4	2016-01-01	2016-12-31					3rd party				No	No											InvType/Display/AF/AFNY 27					PER-I-D												Automotive (AU)						9	1	1	1	1	1	1	1	1	1	1	1
P	40			PERFSUPPLIER2 - 123	Display Standard			PerfTestCampaign26			Financial	ABCD	120 x 60	Button 2	CPM	Impressions	20	20	0.4	2016-01-01	2016-12-31					3rd party				No	No											InvType/Display/AF/AFNY 28					PER-I-D												Automotive (AU)						9	1	1	1	1	1	1	1	1	1	1	1
P	41			PERFSUPPLIER2 - 123	Display Standard			PerfTestCampaign27			Financial	ABCD	120 x 60	Button 2	CPM	Impressions	20	20	0.4	2016-01-01	2016-12-31					3rd party				No	No											InvType/Display/AF/AFNY 29					PER-I-D												Automotive (AU)						9	1	1	1	1	1	1	1	1	1	1	1
P	42			PERFSUPPLIER2 - 123	Display Standard			PerfTestCampaign28			Financial	ABCD	120 x 60	Button 2	CPM	Impressions	20	20	0.4	2016-01-01	2016-12-31					3rd party				No	No											InvType/Display/AF/AFNY 30					PER-I-D												Automotive (AU)						9	1	1	1	1	1	1	1	1	1	1	1
P	43			PERFSUPPLIER2 - 123	Display Standard			PerfTestCampaign29			Financial	ABCD	120 x 60	Button 2	CPM	Impressions	20	20	0.4	2016-01-01	2016-12-31					3rd party				No	No											InvType/Display/AF/AFNY 31					PER-I-D												Automotive (AU)						9	1	1	1	1	1	1	1	1	1	1	1
P	44			PERFSUPPLIER2 - 123	Display Standard			PerfTestCampaign30			Financial	ABCD	120 x 60	Button 2	CPM	Impressions	20	20	0.4	2016-01-01	2016-12-31					3rd party				No	No											InvType/Display/AF/AFNY 32					PER-I-D												Automotive (AU)						9	1	1	1	1	1	1	1	1	1	1	1
P	45			PERFSUPPLIER2 - 123	Display Standard			PerfTestCampaign31			Financial	ABCD	120 x 60	Button 2	CPM	Impressions	20	20	0.4	2016-01-01	2016-12-31					3rd party				No	No											InvType/Display/AF/AFNY 33					PER-I-D												Automotive (AU)						9	1	1	1	1	1	1	1	1	1	1	1
P	46			PERFSUPPLIER2 - 123	Display Standard			PerfTestCampaign32			Financial	ABCD	120 x 60	Button 2	CPM	Impressions	20	20	0.4	2016-01-01	2016-12-31					3rd party				No	No											InvType/Display/AF/AFNY 34					PER-I-D												Automotive (AU)						9	1	1	1	1	1	1	1	1	1	1	1
P	47			PERFSUPPLIER2 - 123	Display Standard			PerfTestCampaign33			Financial	ABCD	120 x 60	Button 2	CPM	Impressions	20	20	0.4	2016-01-01	2016-12-31					3rd party				No	No											InvType/Display/AF/AFNY 35					PER-I-D												Automotive (AU)						9	1	1	1	1	1	1	1	1	1	1	1
P	48			PERFSUPPLIER2 - 123	Display Standard			PerfTestCampaign34			Financial	ABCD	120 x 60	Button 2	CPM	Impressions	20	20	0.4	2016-01-01	2016-12-31					3rd party				No	No											InvType/Display/AF/AFNY 36					PER-I-D												Automotive (AU)						9	1	1	1	1	1	1	1	1	1	1	1
P	49			PERFSUPPLIER2 - 123	Display Standard			PerfTestCampaign35			Financial	ABCD	120 x 60	Button 2	CPM	Impressions	20	20	0.4	2016-01-01	2016-12-31					3rd party				No	No											InvType/Display/AF/AFNY 37					PER-I-D												Automotive (AU)						9	1	1	1	1	1	1	1	1	1	1	1
P	50			PERFSUPPLIER2 - 123	Display Standard			PerfTestCampaign36			Financial	ABCD	120 x 60	Button 2	CPM	Impressions	20	20	0.4	2016-01-01	2016-12-31					3rd party				No	No											InvType/Display/AF/AFNY 38					PER-I-D												Automotive (AU)						9	1	1	1	1	1	1	1	1	1	1	1
P	51			PERFSUPPLIER2 - 123	Display Standard			PerfTestCampaign37			Financial	ABCD	120 x 60	Button 2	CPM	Impressions	20	20	0.4	2016-01-01	2016-12-31					3rd party				No	No											InvType/Display/AF/AFNY 39					PER-I-D												Automotive (AU)						9	1	1	1	1	1	1	1	1	1	1	1
P	52			PERFSUPPLIER2 - 123	Display Standard			PerfTestCampaign38			Financial	ABCD	120 x 60	Button 2	CPM	Impressions	20	20	0.4	2016-01-01	2016-12-31					3rd party				No	No											InvType/Display/AF/AFNY 40					PER-I-D												Automotive (AU)						9	1	1	1	1	1	1	1	1	1	1	1
P	53			PERFSUPPLIER2 - 123	Display Standard			PerfTestCampaign39			Financial	ABCD	120 x 60	Button 2	CPM	Impressions	20	20	0.4	2016-01-01	2016-12-31					3rd party				No	No											InvType/Display/AF/AFNY 41					PER-I-D												Automotive (AU)						9	1	1	1	1	1	1	1	1	1	1	1
P	54			PERFSUPPLIER2 - 123	Display Standard			PerfTestCampaign40			Financial	ABCD	120 x 60	Button 2	CPM	Impressions	20	20	0.4	2016-01-01	2016-12-31					3rd party				No	No											InvType/Display/AF/AFNY 42					PER-I-D												Automotive (AU)						9	1	1	1	1	1	1	1	1	1	1	1
P	55			PERFSUPPLIER2 - 123	Display Standard			PerfTestCampaign41			Financial	ABCD	120 x 60	Button 2	CPM	Impressions	20	20	0.4	2016-01-01	2016-12-31					3rd party				No	No											InvType/Display/AF/AFNY 43					PER-I-D												Automotive (AU)						9	1	1	1	1	1	1	1	1	1	1	1
P	56			PERFSUPPLIER2 - 123	Display Standard			PerfTestCampaign42			Financial	ABCD	120 x 60	Button 2	CPM	Impressions	20	20	0.4	2016-01-01	2016-12-31					3rd party				No	No											InvType/Display/AF/AFNY 44					PER-I-D												Automotive (AU)						9	1	1	1	1	1	1	1	1	1	1	1
P	57			PERFSUPPLIER2 - 123	Display Standard			PerfTestCampaign43			Financial	ABCD	120 x 60	Button 2	CPM	Impressions	20	20	0.4	2016-01-01	2016-12-31					3rd party				No	No											InvType/Display/AF/AFNY 45					PER-I-D												Automotive (AU)						9	1	1	1	1	1	1	1	1	1	1	1
P	58			PERFSUPPLIER2 - 123	Display Standard			PerfTestCampaign44			Financial	ABCD	120 x 60	Button 2	CPM	Impressions	20	20	0.4	2016-01-01	2016-12-31					3rd party				No	No											InvType/Display/AF/AFNY 46					PER-I-D												Automotive (AU)						9	1	1	1	1	1	1	1	1	1	1	1
P	59			PERFSUPPLIER2 - 123	Display Standard			PerfTestCampaign45			Financial	ABCD	120 x 60	Button 2	CPM	Impressions	20	20	0.4	2016-01-01	2016-12-31					3rd party				No	No											InvType/Display/AF/AFNY 47					PER-I-D												Automotive (AU)						9	1	1	1	1	1	1	1	1	1	1	1
P	60			PERFSUPPLIER2 - 123	Display Standard			PerfTestCampaign46			Financial	ABCD	120 x 60	Button 2	CPM	Impressions	20	20	0.4	2016-01-01	2016-12-31					3rd party				No	No											InvType/Display/AF/AFNY 48					PER-I-D												Automotive (AU)						9	1	1	1	1	1	1	1	1	1	1	1
P	61			PERFSUPPLIER2 - 123	Display Standard			PerfTestCampaign47			Financial	ABCD	120 x 60	Button 2	CPM	Impressions	20	20	0.4	2016-01-01	2016-12-31					3rd party				No	No											InvType/Display/AF/AFNY 49					PER-I-D												Automotive (AU)						9	1	1	1	1	1	1	1	1	1	1	1
P	62			PERFSUPPLIER2 - 123	Display Standard			PerfTestCampaign48			Financial	ABCD	120 x 60	Button 2	CPM	Impressions	20	20	0.4	2016-01-01	2016-12-31					3rd party				No	No											InvType/Display/AF/AFNY 50					PER-I-D												Automotive (AU)						9	1	1	1	1	1	1	1	1	1	1	1
P	63			PERFSUPPLIER2 - 123	Display Standard			PerfTestCampaign49			Financial	ABCD	120 x 60	Button 2	CPM	Impressions	20	20	0.4	2016-01-01	2016-12-31					3rd party				No	No											InvType/Display/AF/AFNY 51					PER-I-D												Automotive (AU)						9	1	1	1	1	1	1	1	1	1	1	1
P	64			PERFSUPPLIER2 - 123	Display Standard			PerfTestCampaign50			Financial	ABCD	120 x 60	Button 2	CPM	Impressions	20	20	0.4	2016-01-01	2016-12-31					3rd party				No	No											InvType/Display/AF/AFNY 52					PER-I-D												Automotive (AU)						9	1	1	1	1	1	1	1	1	1	1	1
P	65			PERFSUPPLIER2 - 123	Display Standard			PerfTestCampaign51			Financial	ABCD	120 x 60	Button 2	CPM	Impressions	20	20	0.4	2016-01-01	2016-12-31					3rd party				No	No											InvType/Display/AF/AFNY 53					PER-I-D												Automotive (AU)						9	1	1	1	1	1	1	1	1	1	1	1
P	66			PERFSUPPLIER2 - 123	Display Standard			PerfTestCampaign52			Financial	ABCD	120 x 60	Button 2	CPM	Impressions	20	20	0.4	2016-01-01	2016-12-31					3rd party				No	No											InvType/Display/AF/AFNY 54					PER-I-D												Automotive (AU)						9	1	1	1	1	1	1	1	1	1	1	1
P	67			PERFSUPPLIER2 - 123	Display Standard			PerfTestCampaign53			Financial	ABCD	120 x 60	Button 2	CPM	Impressions	20	20	0.4	2016-01-01	2016-12-31					3rd party				No	No											InvType/Display/AF/AFNY 55					PER-I-D												Automotive (AU)						9	1	1	1	1	1	1	1	1	1	1	1
P	68			PERFSUPPLIER2 - 123	Display Standard			PerfTestCampaign54			Financial	ABCD	120 x 60	Button 2	CPM	Impressions	20	20	0.4	2016-01-01	2016-12-31					3rd party				No	No											InvType/Display/AF/AFNY 56					PER-I-D												Automotive (AU)						9	1	1	1	1	1	1	1	1	1	1	1
P	69			PERFSUPPLIER2 - 123	Display Standard			PerfTestCampaign55			Financial	ABCD	120 x 60	Button 2	CPM	Impressions	20	20	0.4	2016-01-01	2016-12-31					3rd party				No	No											InvType/Display/AF/AFNY 57					PER-I-D												Automotive (AU)						9	1	1	1	1	1	1	1	1	1	1	1
P	70			PERFSUPPLIER2 - 123	Display Standard			PerfTestCampaign56			Financial	ABCD	120 x 60	Button 2	CPM	Impressions	20	20	0.4	2016-01-01	2016-12-31					3rd party				No	No											InvType/Display/AF/AFNY 58					PER-I-D												Automotive (AU)						9	1	1	1	1	1	1	1	1	1	1	1
P	71			PERFSUPPLIER2 - 123	Display Standard			PerfTestCampaign57			Financial	ABCD	120 x 60	Button 2	CPM	Impressions	20	20	0.4	2016-01-01	2016-12-31					3rd party				No	No											InvType/Display/AF/AFNY 59					PER-I-D												Automotive (AU)						9	1	1	1	1	1	1	1	1	1	1	1
P	72			PERFSUPPLIER2 - 123	Display Standard			PerfTestCampaign58			Financial	ABCD	120 x 60	Button 2	CPM	Impressions	20	20	0.4	2016-01-01	2016-12-31					3rd party				No	No											InvType/Display/AF/AFNY 60					PER-I-D												Automotive (AU)						9	1	1	1	1	1	1	1	1	1	1	1
P	73			PERFSUPPLIER2 - 123	Display Standard			PerfTestCampaign59			Financial	ABCD	120 x 60	Button 2	CPM	Impressions	20	20	0.4	2016-01-01	2016-12-31					3rd party				No	No											InvType/Display/AF/AFNY 61					PER-I-D												Automotive (AU)						9	1	1	1	1	1	1	1	1	1	1	1
P	74			PERFSUPPLIER2 - 123	Display Standard			PerfTestCampaign60			Financial	ABCD	120 x 60	Button 2	CPM	Impressions	20	20	0.4	2016-01-01	2016-12-31					3rd party				No	No											InvType/Display/AF/AFNY 62					PER-I-D												Automotive (AU)						9	1	1	1	1	1	1	1	1	1	1	1
P	75			PERFSUPPLIER2 - 123	Display Standard			PerfTestCampaign61			Financial	ABCD	120 x 60	Button 2	CPM	Impressions	20	20	0.4	2016-01-01	2016-12-31					3rd party				No	No											InvType/Display/AF/AFNY 63					PER-I-D												Automotive (AU)						9	1	1	1	1	1	1	1	1	1	1	1
P	76			PERFSUPPLIER2 - 123	Display Standard			PerfTestCampaign62			Financial	ABCD	120 x 60	Button 2	CPM	Impressions	20	20	0.4	2016-01-01	2016-12-31					3rd party				No	No											InvType/Display/AF/AFNY 64					PER-I-D												Automotive (AU)						9	1	1	1	1	1	1	1	1	1	1	1
P	77			PERFSUPPLIER2 - 123	Display Standard			PerfTestCampaign63			Financial	ABCD	120 x 60	Button 2	CPM	Impressions	20	20	0.4	2016-01-01	2016-12-31					3rd party				No	No											InvType/Display/AF/AFNY 65					PER-I-D												Automotive (AU)						9	1	1	1	1	1	1	1	1	1	1	1
P	78			PERFSUPPLIER2 - 123	Display Standard			PerfTestCampaign64			Financial	ABCD	120 x 60	Button 2	CPM	Impressions	20	20	0.4	2016-01-01	2016-12-31					3rd party				No	No											InvType/Display/AF/AFNY 66					PER-I-D												Automotive (AU)						9	1	1	1	1	1	1	1	1	1	1	1
P	79			PERFSUPPLIER2 - 123	Display Standard			PerfTestCampaign65			Financial	ABCD	120 x 60	Button 2	CPM	Impressions	20	20	0.4	2016-01-01	2016-12-31					3rd party				No	No											InvType/Display/AF/AFNY 67					PER-I-D												Automotive (AU)						9	1	1	1	1	1	1	1	1	1	1	1
P	80			PERFSUPPLIER2 - 123	Display Standard			PerfTestCampaign66			Financial	ABCD	120 x 60	Button 2	CPM	Impressions	20	20	0.4	2016-01-01	2016-12-31					3rd party				No	No											InvType/Display/AF/AFNY 68					PER-I-D												Automotive (AU)						9	1	1	1	1	1	1	1	1	1	1	1
P	81			PERFSUPPLIER2 - 123	Display Standard			PerfTestCampaign67			Financial	ABCD	120 x 60	Button 2	CPM	Impressions	20	20	0.4	2016-01-01	2016-12-31					3rd party				No	No											InvType/Display/AF/AFNY 69					PER-I-D												Automotive (AU)						9	1	1	1	1	1	1	1	1	1	1	1
P	82			PERFSUPPLIER2 - 123	Display Standard			PerfTestCampaign68			Financial	ABCD	120 x 60	Button 2	CPM	Impressions	20	20	0.4	2016-01-01	2016-12-31					3rd party				No	No											InvType/Display/AF/AFNY 70					PER-I-D												Automotive (AU)						9	1	1	1	1	1	1	1	1	1	1	1
P	83			PERFSUPPLIER2 - 123	Display Standard			PerfTestCampaign69			Financial	ABCD	120 x 60	Button 2	CPM	Impressions	20	20	0.4	2016-01-01	2016-12-31					3rd party				No	No											InvType/Display/AF/AFNY 71					PER-I-D												Automotive (AU)						9	1	1	1	1	1	1	1	1	1	1	1
P	84			PERFSUPPLIER2 - 123	Display Standard			PerfTestCampaign70			Financial	ABCD	120 x 60	Button 2	CPM	Impressions	20	20	0.4	2016-01-01	2016-12-31					3rd party				No	No											InvType/Display/AF/AFNY 72					PER-I-D												Automotive (AU)						9	1	1	1	1	1	1	1	1	1	1	1
P	85			PERFSUPPLIER2 - 123	Display Standard			PerfTestCampaign71			Financial	ABCD	120 x 60	Button 2	CPM	Impressions	20	20	0.4	2016-01-01	2016-12-31					3rd party				No	No											InvType/Display/AF/AFNY 73					PER-I-D												Automotive (AU)						9	1	1	1	1	1	1	1	1	1	1	1
P	86			PERFSUPPLIER2 - 123	Display Standard			PerfTestCampaign72			Financial	ABCD	120 x 60	Button 2	CPM	Impressions	20	20	0.4	2016-01-01	2016-12-31					3rd party				No	No											InvType/Display/AF/AFNY 74					PER-I-D												Automotive (AU)						9	1	1	1	1	1	1	1	1	1	1	1
P	87			PERFSUPPLIER2 - 123	Display Standard			PerfTestCampaign73			Financial	ABCD	120 x 60	Button 2	CPM	Impressions	20	20	0.4	2016-01-01	2016-12-31					3rd party				No	No											InvType/Display/AF/AFNY 75					PER-I-D												Automotive (AU)						9	1	1	1	1	1	1	1	1	1	1	1
P	88			PERFSUPPLIER2 - 123	Display Standard			PerfTestCampaign74			Financial	ABCD	120 x 60	Button 2	CPM	Impressions	20	20	0.4	2016-01-01	2016-12-31					3rd party				No	No											InvType/Display/AF/AFNY 76					PER-I-D												Automotive (AU)						9	1	1	1	1	1	1	1	1	1	1	1
P	89			PERFSUPPLIER2 - 123	Display Standard			PerfTestCampaign75			Financial	ABCD	120 x 60	Button 2	CPM	Impressions	20	20	0.4	2016-01-01	2016-12-31					3rd party				No	No											InvType/Display/AF/AFNY 77					PER-I-D												Automotive (AU)						9	1	1	1	1	1	1	1	1	1	1	1
P	90			PERFSUPPLIER2 - 123	Display Standard			PerfTestCampaign76			Financial	ABCD	120 x 60	Button 2	CPM	Impressions	20	20	0.4	2016-01-01	2016-12-31					3rd party				No	No											InvType/Display/AF/AFNY 78					PER-I-D												Automotive (AU)						9	1	1	1	1	1	1	1	1	1	1	1
P	91			PERFSUPPLIER2 - 123	Display Standard			PerfTestCampaign77			Financial	ABCD	120 x 60	Button 2	CPM	Impressions	20	20	0.4	2016-01-01	2016-12-31					3rd party				No	No											InvType/Display/AF/AFNY 79					PER-I-D												Automotive (AU)						9	1	1	1	1	1	1	1	1	1	1	1
