Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,KB/sec
/prisma-api/secure/rest/preauth,1,206,206,206,206,206,206,206,0.00%,4.9,4.9
/ideskos-locale/bundle/com.mediaocean.marketplace.shop.bundle/locale/22,1,275,275,275,275,275,275,275,0.00%,3.6,40.4
/ideskos-locale/bundle/com.mediaocean.marketplace.common/locale/22,1,263,263,263,263,263,263,263,0.00%,3.8,50.2
/prisma-api/secure/rest/marketplace/offers/filtermetadata,1,488,488,488,488,488,488,488,0.00%,2.0,14.0
/prisma-api/secure/rest/marketplace/cart,1,265,265,265,265,265,265,265,0.00%,3.8,5.2
/prisma-api/secure/rest/marketplace/offers,2,274,257,291,291,291,257,291,0.00%,.0,.0
Click Save-Campaign details,1,10872,10872,10872,10872,10872,10872,10872,0.00%,.1,10.6
/campaign-service/secure/campaign/5176486/proposalRFP/importrfp?encoding=ISO_8859-1,1,294119,294119,294119,294119,294119,294119,294119,0.00%,.0,.1
/campaign-service/secure/campaign/5176486/queryservice/mediaplan/hybrid,1,3022,3022,3022,3022,3022,3022,3022,0.00%,.3,1.9
/campaign-service/secure/campaign/5176486/placement/showTransact,1,245,245,245,245,245,245,245,0.00%,4.1,1.3
Import Media Plan,1,298482,298482,298482,298482,298482,298482,298482,0.00%,.0,.1
Debug Sampler,1,2,2,2,2,2,2,2,0.00%,500.0,1502.4
184 /campaign-service/secure/campaign/5176486/bulkedit/list,1,26838,26838,26838,26838,26838,26838,26838,0.00%,.0,.0
185 /campaign-service/secure/campaign/5176486/bulkedit/placementsAffected[CSV],1,33528,33528,33528,33528,33528,33528,33528,0.00%,.0,.1
187 /campaign-service/secure/campaign/5176486/bulkedit/apply[CSV],1,129687,129687,129687,129687,129687,129687,129687,0.00%,.0,.1
188 /campaign-service/secure/campaign/5176486/queryservice/mediaplan/hybrid,1,2409,2409,2409,2409,2409,2409,2409,0.00%,.4,2.2
189 /campaign-service/secure/campaign/5176486/placement/showTransact,1,239,239,239,239,239,239,239,0.00%,4.2,1.4
190 /campaign-service/secure/campaign/5176486,1,385,385,385,385,385,385,385,0.00%,2.6,4.7
192 /campaign-service/secure/campaign/publicforui/CP5LKXN,1,426,426,426,426,426,426,426,0.00%,2.3,4.2
194 /campaign-service/secure/campaign/publicforui/CP5LKXN,1,649,649,649,649,649,649,649,0.00%,1.5,2.8
BULK-EDITadd market field as atlanta,1,194161,194161,194161,194161,194161,194161,194161,0.00%,.0,.1
TOTAL,94,11263,392,5105,26838,294119,2,298482,0.00%,.1,1.6
