Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,KB/sec
97 /ideskos-locale/locale/en_GB,10,212,213,216,216,219,205,219,0.00%,.4,.3
98 /ideskos-locale/locale/en_GB,10,217,212,236,236,251,205,251,0.00%,.4,.3
313 /prisma-api/secure/rest/mdm/agencies,100,299,288,312,335,477,275,617,0.00%,.3,.4
100 /prisma-api/secure/rest/mdm/mediaOwners/validateFields,10,252,250,261,261,262,243,262,0.00%,.4,.4
314 /prisma-api/secure/rest/mdm/agencies,100,293,287,306,314,335,271,536,0.00%,.3,.4
101 /prisma-api/secure/rest/mdm/mediaOwners/validateFields,10,240,238,252,252,253,231,253,0.00%,.4,.4
316 /prisma-api/secure/rest/mdm/mediaOwners/validateFields,100,239,236,247,264,283,228,292,0.00%,.3,.4
99 /prisma-api/secure/rest/mdm/agencies,10,284,280,298,298,320,271,320,0.00%,.4,.5
315 /prisma-api/secure/rest/mdm/mediaOwners/validateFields,100,248,247,258,261,273,237,295,0.00%,.3,.4
104 /prisma-api/secure/rest/mdm/agencies,10,285,286,292,292,305,270,305,0.00%,.4,.5
318 /prisma-api/secure/rest/secadmin/users,100,547,509,546,699,1099,488,2209,0.00%,.3,20.3
105 /prisma-api/secure/rest/secadmin/users,10,498,495,510,510,544,475,544,0.00%,.4,11.5
324 /ideskos-viewport/user/logout,100,244,238,264,277,319,229,321,0.00%,.3,.2
106 /ideskos-viewport/user/logout,10,347,250,315,315,1115,236,1115,0.00%,.4,.2
326 /ideskos-viewport/session,100,208,206,217,221,241,202,247,0.00%,.3,.2
107 /ideskos-viewport/session,10,213,209,220,220,242,206,242,0.00%,.4,.2
327 /viewport-home/,100,623,617,643,655,685,594,705,0.00%,.3,3.3
108 /viewport-home/,10,629,621,647,647,659,609,659,0.00%,.4,3.6
337 /cas/ticketStatus,100,205,203,210,215,243,200,285,0.00%,.3,.1
117 /cas/ticketStatus,10,207,206,212,212,220,201,220,0.00%,.4,.1
Login Transaction-PATS,10,20443,20127,21237,21237,21320,19929,21320,0.00%,.2,37.8
338 /ideskos-locale/bundle/com.mediaocean.viewport.banner/locale/22,100,257,253,265,273,300,243,507,0.00%,.3,5.2
339 /ideskos-locale/bundle/com.mediaocean.viewport-app/locale/22,100,256,250,265,271,295,240,703,0.00%,.3,4.1
Login Transaction-PFS,100,20738,20445,22038,22715,23983,19329,24317,0.00%,.3,235.4
TOTAL,6070,750,263,631,1241,20336,200,24317,0.00%,19.1,482.1
