Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,KB/sec
/ideskos-locale/bundle/com.mediaocean.prisma.planning/locale/22,1,296,296,296,296,296,296,296,0.00%,3.4,96.4
/cas/login-Planning Service,1,858,858,858,858,858,858,858,0.00%,1.2,.3
/prebuy-service-ws/secure/rest/campaign,2,900,447,1354,1354,1354,447,1354,0.00%,.5,.7
/cas/login-Prebuy Service,1,279,279,279,279,279,279,279,0.00%,3.6,1.0
/prebuy-service-ws/j_spring_cas_security_check,1,1664,1664,1664,1664,1664,1664,1664,0.00%,.6,1.3
/campaign-service/secure/campaign/public/CP5LKX5,4,377,373,390,390,390,358,390,0.00%,.0,.0
/bi-services/api/getReportIds,1,630,630,630,630,630,630,630,0.00%,1.6,4.9
/prisma-api/secure/rest/preauth,1,206,206,206,206,206,206,206,0.00%,4.9,5.0
/ideskos-locale/bundle/com.mediaocean.marketplace.shop.bundle/locale/22,1,280,280,280,280,280,280,280,0.00%,3.6,39.7
/ideskos-locale/bundle/com.mediaocean.marketplace.common/locale/22,1,266,266,266,266,266,266,266,0.00%,3.8,49.6
/prisma-api/secure/rest/marketplace/offers/filtermetadata,1,588,588,588,588,588,588,588,0.00%,1.7,11.6
/prisma-api/secure/rest/marketplace/cart,1,296,296,296,296,296,296,296,0.00%,3.4,4.6
/prisma-api/secure/rest/marketplace/offers,2,277,275,280,280,280,275,280,0.00%,.0,.0
Click Save-Campaign details,1,11827,11827,11827,11827,11827,11827,11827,0.00%,.1,9.7
/campaign-service/secure/campaign/5176472/proposalRFP/importrfp?encoding=ISO_8859-1,1,45855,45855,45855,45855,45855,45855,45855,0.00%,.0,.1
/campaign-service/secure/campaign/5176472/queryservice/mediaplan/hybrid,1,1343,1343,1343,1343,1343,1343,1343,0.00%,.7,3.9
/campaign-service/secure/campaign/5176472/placement/showTransact,1,290,290,290,290,290,290,290,0.00%,3.4,.7
Import Media Plan,1,48499,48499,48499,48499,48499,48499,48499,0.00%,.0,.3
Debug Sampler,1,27,27,27,27,27,27,27,0.00%,37.0,111.3
184 /campaign-service/secure/campaign/5176472/bulkedit/list,1,2858,2858,2858,2858,2858,2858,2858,0.00%,.3,.3
185 /campaign-service/secure/campaign/5176472/bulkedit/placementsAffected[CSV],1,9821,9821,9821,9821,9821,9821,9821,0.00%,.1,.4
187 /campaign-service/secure/campaign/5176472/bulkedit/apply[CSV],1,15370,15370,15370,15370,15370,15370,15370,0.00%,.1,.2
188 /campaign-service/secure/campaign/5176472/queryservice/mediaplan/hybrid,1,836,836,836,836,836,836,836,0.00%,1.2,6.1
189 /campaign-service/secure/campaign/5176472/placement/showTransact,1,241,241,241,241,241,241,241,0.00%,4.1,1.3
190 /campaign-service/secure/campaign/5176472,1,406,406,406,406,406,406,406,0.00%,2.5,4.5
192 /campaign-service/secure/campaign/publicforui/CP5LKX5,1,379,379,379,379,379,379,379,0.00%,2.6,4.8
194 /campaign-service/secure/campaign/publicforui/CP5LKX5,1,418,418,418,418,418,418,418,0.00%,2.4,4.4
BULK-EDITadd market field as atlanta,1,30329,30329,30329,30329,30329,30329,30329,0.00%,.0,.6
TOTAL,94,2544,390,2858,11827,45855,27,48499,0.00%,.3,3.4
