SN		Schema 2.9																																																																				
SV		2.9																																																																				
C			4000																																																																			
T		TOKEN		CP5LLJ0																																																																		
HR	rowNumber	placementNumber	sourceID	site	packageNPackageType	groupName	primaryPlacement	placementName	supplierProductName	placementUrl	section	target	dimensions	dimensionsPosition	proposalCostMethod	unitType	rate	unitAmount	plannedCost	flightStart	flightEnd	creativeType	creativeTypeDescription	maxFileSize	creativeDueDate	servedBy	estimatedUniqueViews	estimatedPageViews	shareOfVoice	richMediaAccepted	richMediaFeeIncluded	flashVersion	maxLooping	maxAnimationTiming	comments	supplierValidityEndDate	supplerSalesOrderRef	supplierSalesOrderRefVersion	supplierSalesAdserverOID	supplierPlacementRef	supplierOrderDate	inventoryType	subsection	supplierPlacementParentRef	CC:AGE TARGETING	CC:GENDER TARGETING	CC:AGENCY-PUBLISHER PAID	CC:DAYPART TARGETING	CC:GEO TARGETING LEVEL	CC:BEHAVIORAL TARGETING	CC:CONTEXTUAL TARGETING	CC:RETARGETING	CC:CPE KPI	CC:PUBLISHER PRODUCT	CC:EXPIRATION_DATE	CC:FEES	CC:COMMISSION	CC:NEWCOLUMN	M:1	M:2	M:3	M:4	M:5	M:6	M:7	M:8	M:9	M:10	M:11	M:12
P	241			AUTOMATION SUPPLIER2 - 123	Display Standard			Performance Test Campaign227			ABCD	ABCD	120 x 60	Button 2	CPM	Impressions	2000	2000	4000	2016-01-01	2016-12-31					3rd party				No	No																							002-I-D					176	158	169	163	169	163	169	169	163	169	163	169
P	242			AUTOMATION SUPPLIER2 - 123	Display Standard			Performance Test Campaign228			ABCD	ABCD	120 x 60	Button 2	CPM	Impressions	2000	2000	4000	2016-01-01	2016-12-31					3rd party				No	No																							002-I-D					176	158	169	163	169	163	169	169	163	169	163	169
P	243			AUTOMATION SUPPLIER2 - 123	Display Standard			Performance Test Campaign229			ABCD	ABCD	120 x 60	Button 2	CPM	Impressions	2000	2000	4000	2016-01-01	2016-12-31					3rd party				No	No																							002-I-D					176	158	169	163	169	163	169	169	163	169	163	169
P	244			AUTOMATION SUPPLIER2 - 123	Display Standard			Performance Test Campaign230			ABCD	ABCD	120 x 60	Button 2	CPM	Impressions	2000	2000	4000	2016-01-01	2016-12-31					3rd party				No	No																							002-I-D					176	158	169	163	169	163	169	169	163	169	163	169
P	245			AUTOMATION SUPPLIER2 - 123	Display Standard			Performance Test Campaign231			ABCD	ABCD	120 x 60	Button 2	CPM	Impressions	2000	2000	4000	2016-01-01	2016-12-31					3rd party				No	No																							002-I-D					176	158	169	163	169	163	169	169	163	169	163	169
P	246			AUTOMATION SUPPLIER2 - 123	Display Standard			Performance Test Campaign232			ABCD	ABCD	120 x 60	Button 2	CPM	Impressions	2000	2000	4000	2016-01-01	2016-12-31					3rd party				No	No																							002-I-D					176	158	169	163	169	163	169	169	163	169	163	169
P	247			AUTOMATION SUPPLIER2 - 123	Display Standard			Performance Test Campaign233			ABCD	ABCD	120 x 60	Button 2	CPM	Impressions	2000	2000	4000	2016-01-01	2016-12-31					3rd party				No	No																							002-I-D					176	158	169	163	169	163	169	169	163	169	163	169
P	248			AUTOMATION SUPPLIER2 - 123	Display Standard			Performance Test Campaign234			ABCD	ABCD	120 x 60	Button 2	CPM	Impressions	2000	2000	4000	2016-01-01	2016-12-31					3rd party				No	No																							002-I-D					176	158	169	163	169	163	169	169	163	169	163	169
P	249			AUTOMATION SUPPLIER2 - 123	Display Standard			Performance Test Campaign235			ABCD	ABCD	120 x 60	Button 2	CPM	Impressions	2000	2000	4000	2016-01-01	2016-12-31					3rd party				No	No																							002-I-D					176	158	169	163	169	163	169	169	163	169	163	169
P	250			AUTOMATION SUPPLIER2 - 123	Display Standard			Performance Test Campaign236			ABCD	ABCD	120 x 60	Button 2	CPM	Impressions	2000	2000	4000	2016-01-01	2016-12-31					3rd party				No	No																							002-I-D					176	158	169	163	169	163	169	169	163	169	163	169
P	251			AUTOMATION SUPPLIER2 - 123	Display Standard			Performance Test Campaign237			ABCD	ABCD	120 x 60	Button 2	CPM	Impressions	2000	2000	4000	2016-01-01	2016-12-31					3rd party				No	No																							002-I-D					176	158	169	163	169	163	169	169	163	169	163	169
P	252			AUTOMATION SUPPLIER2 - 123	Display Standard			Performance Test Campaign238			ABCD	ABCD	120 x 60	Button 2	CPM	Impressions	2000	2000	4000	2016-01-01	2016-12-31					3rd party				No	No																							002-I-D					176	158	169	163	169	163	169	169	163	169	163	169
P	253			AUTOMATION SUPPLIER2 - 123	Display Standard			Performance Test Campaign239			ABCD	ABCD	120 x 60	Button 2	CPM	Impressions	2000	2000	4000	2016-01-01	2016-12-31					3rd party				No	No																							002-I-D					176	158	169	163	169	163	169	169	163	169	163	169
P	254			AUTOMATION SUPPLIER2 - 123	Display Standard			Performance Test Campaign240			ABCD	ABCD	120 x 60	Button 2	CPM	Impressions	2000	2000	4000	2016-01-01	2016-12-31					3rd party				No	No																							002-I-D					176	158	169	163	169	163	169	169	163	169	163	169
P	255			AUTOMATION SUPPLIER2 - 123	Display Standard			Performance Test Campaign241			ABCD	ABCD	120 x 60	Button 2	CPM	Impressions	2000	2000	4000	2016-01-01	2016-12-31					3rd party				No	No																							002-I-D					176	158	169	163	169	163	169	169	163	169	163	169
P	256			AUTOMATION SUPPLIER2 - 123	Display Standard			Performance Test Campaign242			ABCD	ABCD	120 x 60	Button 2	CPM	Impressions	2000	2000	4000	2016-01-01	2016-12-31					3rd party				No	No																							002-I-D					176	158	169	163	169	163	169	169	163	169	163	169
P	257			AUTOMATION SUPPLIER2 - 123	Display Standard			Performance Test Campaign243			ABCD	ABCD	120 x 60	Button 2	CPM	Impressions	2000	2000	4000	2016-01-01	2016-12-31					3rd party				No	No																							002-I-D					176	158	169	163	169	163	169	169	163	169	163	169
P	258			AUTOMATION SUPPLIER2 - 123	Display Standard			Performance Test Campaign244			ABCD	ABCD	120 x 60	Button 2	CPM	Impressions	2000	2000	4000	2016-01-01	2016-12-31					3rd party				No	No																							002-I-D					176	158	169	163	169	163	169	169	163	169	163	169
P	259			AUTOMATION SUPPLIER2 - 123	Display Standard			Performance Test Campaign245			ABCD	ABCD	120 x 60	Button 2	CPM	Impressions	2000	2000	4000	2016-01-01	2016-12-31					3rd party				No	No																							002-I-D					176	158	169	163	169	163	169	169	163	169	163	169
P	260			AUTOMATION SUPPLIER2 - 123	Display Standard			Performance Test Campaign246			ABCD	ABCD	120 x 60	Button 2	CPM	Impressions	2000	2000	4000	2016-01-01	2016-12-31					3rd party				No	No																							002-I-D					176	158	169	163	169	163	169	169	163	169	163	169
P	261			AUTOMATION SUPPLIER2 - 123	Display Standard			Performance Test Campaign247			ABCD	ABCD	120 x 60	Button 2	CPM	Impressions	2000	2000	4000	2016-01-01	2016-12-31					3rd party				No	No																							002-I-D					176	158	169	163	169	163	169	169	163	169	163	169
P	262			AUTOMATION SUPPLIER2 - 123	Display Standard			Performance Test Campaign248			ABCD	ABCD	120 x 60	Button 2	CPM	Impressions	2000	2000	4000	2016-01-01	2016-12-31					3rd party				No	No																							002-I-D					176	158	169	163	169	163	169	169	163	169	163	169
P	263			AUTOMATION SUPPLIER2 - 123	Display Standard			Performance Test Campaign249			ABCD	ABCD	120 x 60	Button 2	CPM	Impressions	2000	2000	4000	2016-01-01	2016-12-31					3rd party				No	No																							002-I-D					176	158	169	163	169	163	169	169	163	169	163	169
P	264			AUTOMATION SUPPLIER2 - 123	Display Standard			Performance Test Campaign250			ABCD	ABCD	120 x 60	Button 2	CPM	Impressions	2000	2000	4000	2016-01-01	2016-12-31					3rd party				No	No																							002-I-D					176	158	169	163	169	163	169	169	163	169	163	169
P	265			AUTOMATION SUPPLIER2 - 123	Display Standard			Performance Test Campaign251			ABCD	ABCD	120 x 60	Button 2	CPM	Impressions	2000	2000	4000	2016-01-01	2016-12-31					3rd party				No	No																							002-I-D					176	158	169	163	169	163	169	169	163	169	163	169
P	266			AUTOMATION SUPPLIER2 - 123	Display Standard			Performance Test Campaign252			ABCD	ABCD	120 x 60	Button 2	CPM	Impressions	2000	2000	4000	2016-01-01	2016-12-31					3rd party				No	No																							002-I-D					176	158	169	163	169	163	169	169	163	169	163	169
P	267			AUTOMATION SUPPLIER2 - 123	Display Standard			Performance Test Campaign253			ABCD	ABCD	120 x 60	Button 2	CPM	Impressions	2000	2000	4000	2016-01-01	2016-12-31					3rd party				No	No																							002-I-D					176	158	169	163	169	163	169	169	163	169	163	169
P	268			AUTOMATION SUPPLIER2 - 123	Display Standard			Performance Test Campaign254			ABCD	ABCD	120 x 60	Button 2	CPM	Impressions	2000	2000	4000	2016-01-01	2016-12-31					3rd party				No	No																							002-I-D					176	158	169	163	169	163	169	169	163	169	163	169
P	269			AUTOMATION SUPPLIER2 - 123	Display Standard			Performance Test Campaign255			ABCD	ABCD	120 x 60	Button 2	CPM	Impressions	2000	2000	4000	2016-01-01	2016-12-31					3rd party				No	No																							002-I-D					176	158	169	163	169	163	169	169	163	169	163	169
P	270			AUTOMATION SUPPLIER2 - 123	Display Standard			Performance Test Campaign256			ABCD	ABCD	120 x 60	Button 2	CPM	Impressions	2000	2000	4000	2016-01-01	2016-12-31					3rd party				No	No																							002-I-D					176	158	169	163	169	163	169	169	163	169	163	169
P	271			AUTOMATION SUPPLIER2 - 123	Display Standard			Performance Test Campaign257			ABCD	ABCD	120 x 60	Button 2	CPM	Impressions	2000	2000	4000	2016-01-01	2016-12-31					3rd party				No	No																							002-I-D					176	158	169	163	169	163	169	169	163	169	163	169
P	272			AUTOMATION SUPPLIER2 - 123	Display Standard			Performance Test Campaign258			ABCD	ABCD	120 x 60	Button 2	CPM	Impressions	2000	2000	4000	2016-01-01	2016-12-31					3rd party				No	No																							002-I-D					176	158	169	163	169	163	169	169	163	169	163	169
P	273			AUTOMATION SUPPLIER2 - 123	Display Standard			Performance Test Campaign259			ABCD	ABCD	120 x 60	Button 2	CPM	Impressions	2000	2000	4000	2016-01-01	2016-12-31					3rd party				No	No																							002-I-D					176	158	169	163	169	163	169	169	163	169	163	169
P	274			AUTOMATION SUPPLIER2 - 123	Display Standard			Performance Test Campaign260			ABCD	ABCD	120 x 60	Button 2	CPM	Impressions	2000	2000	4000	2016-01-01	2016-12-31					3rd party				No	No																							002-I-D					176	158	169	163	169	163	169	169	163	169	163	169
P	275			AUTOMATION SUPPLIER2 - 123	Display Standard			Performance Test Campaign261			ABCD	ABCD	120 x 60	Button 2	CPM	Impressions	2000	2000	4000	2016-01-01	2016-12-31					3rd party				No	No																							002-I-D					176	158	169	163	169	163	169	169	163	169	163	169
P	276			AUTOMATION SUPPLIER2 - 123	Display Standard			Performance Test Campaign262			ABCD	ABCD	120 x 60	Button 2	CPM	Impressions	2000	2000	4000	2016-01-01	2016-12-31					3rd party				No	No																							002-I-D					176	158	169	163	169	163	169	169	163	169	163	169
P	277			AUTOMATION SUPPLIER2 - 123	Display Standard			Performance Test Campaign263			ABCD	ABCD	120 x 60	Button 2	CPM	Impressions	2000	2000	4000	2016-01-01	2016-12-31					3rd party				No	No																							002-I-D					176	158	169	163	169	163	169	169	163	169	163	169
P	278			AUTOMATION SUPPLIER2 - 123	Display Standard			Performance Test Campaign264			ABCD	ABCD	120 x 60	Button 2	CPM	Impressions	2000	2000	4000	2016-01-01	2016-12-31					3rd party				No	No																							002-I-D					176	158	169	163	169	163	169	169	163	169	163	169
P	279			AUTOMATION SUPPLIER2 - 123	Display Standard			Performance Test Campaign265			ABCD	ABCD	120 x 60	Button 2	CPM	Impressions	2000	2000	4000	2016-01-01	2016-12-31					3rd party				No	No																							002-I-D					176	158	169	163	169	163	169	169	163	169	163	169
P	280			AUTOMATION SUPPLIER2 - 123	Display Standard			Performance Test Campaign266			ABCD	ABCD	120 x 60	Button 2	CPM	Impressions	2000	2000	4000	2016-01-01	2016-12-31					3rd party				No	No																							002-I-D					176	158	169	163	169	163	169	169	163	169	163	169
P	281			AUTOMATION SUPPLIER2 - 123	Display Standard			Performance Test Campaign267			ABCD	ABCD	120 x 60	Button 2	CPM	Impressions	2000	2000	4000	2016-01-01	2016-12-31					3rd party				No	No																							002-I-D					176	158	169	163	169	163	169	169	163	169	163	169
P	282			AUTOMATION SUPPLIER2 - 123	Display Standard			Performance Test Campaign268			ABCD	ABCD	120 x 60	Button 2	CPM	Impressions	2000	2000	4000	2016-01-01	2016-12-31					3rd party				No	No																							002-I-D					176	158	169	163	169	163	169	169	163	169	163	169
P	283			AUTOMATION SUPPLIER2 - 123	Display Standard			Performance Test Campaign269			ABCD	ABCD	120 x 60	Button 2	CPM	Impressions	2000	2000	4000	2016-01-01	2016-12-31					3rd party				No	No																							002-I-D					176	158	169	163	169	163	169	169	163	169	163	169
P	284			AUTOMATION SUPPLIER2 - 123	Display Standard			Performance Test Campaign270			ABCD	ABCD	120 x 60	Button 2	CPM	Impressions	2000	2000	4000	2016-01-01	2016-12-31					3rd party				No	No																							002-I-D					176	158	169	163	169	163	169	169	163	169	163	169
P	285			AUTOMATION SUPPLIER2 - 123	Display Standard			Performance Test Campaign271			ABCD	ABCD	120 x 60	Button 2	CPM	Impressions	2000	2000	4000	2016-01-01	2016-12-31					3rd party				No	No																							002-I-D					176	158	169	163	169	163	169	169	163	169	163	169
P	286			AUTOMATION SUPPLIER2 - 123	Display Standard			Performance Test Campaign272			ABCD	ABCD	120 x 60	Button 2	CPM	Impressions	2000	2000	4000	2016-01-01	2016-12-31					3rd party				No	No																							002-I-D					176	158	169	163	169	163	169	169	163	169	163	169
P	287			AUTOMATION SUPPLIER2 - 123	Display Standard			Performance Test Campaign273			ABCD	ABCD	120 x 60	Button 2	CPM	Impressions	2000	2000	4000	2016-01-01	2016-12-31					3rd party				No	No																							002-I-D					176	158	169	163	169	163	169	169	163	169	163	169
P	288			AUTOMATION SUPPLIER2 - 123	Display Standard			Performance Test Campaign274			ABCD	ABCD	120 x 60	Button 2	CPM	Impressions	2000	2000	4000	2016-01-01	2016-12-31					3rd party				No	No																							002-I-D					176	158	169	163	169	163	169	169	163	169	163	169
P	289			AUTOMATION SUPPLIER2 - 123	Display Standard			Performance Test Campaign275			ABCD	ABCD	120 x 60	Button 2	CPM	Impressions	2000	2000	4000	2016-01-01	2016-12-31					3rd party				No	No																							002-I-D					176	158	169	163	169	163	169	169	163	169	163	169
P	290			AUTOMATION SUPPLIER2 - 123	Display Standard			Performance Test Campaign276			ABCD	ABCD	120 x 60	Button 2	CPM	Impressions	2000	2000	4000	2016-01-01	2016-12-31					3rd party				No	No																							002-I-D					176	158	169	163	169	163	169	169	163	169	163	169
P	291			AUTOMATION SUPPLIER2 - 123	Display Standard			Performance Test Campaign277			ABCD	ABCD	120 x 60	Button 2	CPM	Impressions	2000	2000	4000	2016-01-01	2016-12-31					3rd party				No	No																							002-I-D					176	158	169	163	169	163	169	169	163	169	163	169
P	292			AUTOMATION SUPPLIER2 - 123	Display Standard			Performance Test Campaign278			ABCD	ABCD	120 x 60	Button 2	CPM	Impressions	2000	2000	4000	2016-01-01	2016-12-31					3rd party				No	No																							002-I-D					176	158	169	163	169	163	169	169	163	169	163	169
P	293			AUTOMATION SUPPLIER2 - 123	Display Standard			Performance Test Campaign279			ABCD	ABCD	120 x 60	Button 2	CPM	Impressions	2000	2000	4000	2016-01-01	2016-12-31					3rd party				No	No																							002-I-D					176	158	169	163	169	163	169	169	163	169	163	169
P	294			AUTOMATION SUPPLIER2 - 123	Display Standard			Performance Test Campaign280			ABCD	ABCD	120 x 60	Button 2	CPM	Impressions	2000	2000	4000	2016-01-01	2016-12-31					3rd party				No	No																							002-I-D					176	158	169	163	169	163	169	169	163	169	163	169
P	295			AUTOMATION SUPPLIER2 - 123	Display Standard			Performance Test Campaign281			ABCD	ABCD	120 x 60	Button 2	CPM	Impressions	2000	2000	4000	2016-01-01	2016-12-31					3rd party				No	No																							002-I-D					176	158	169	163	169	163	169	169	163	169	163	169
P	296			AUTOMATION SUPPLIER2 - 123	Display Standard			Performance Test Campaign282			ABCD	ABCD	120 x 60	Button 2	CPM	Impressions	2000	2000	4000	2016-01-01	2016-12-31					3rd party				No	No																							002-I-D					176	158	169	163	169	163	169	169	163	169	163	169
P	297			AUTOMATION SUPPLIER2 - 123	Display Standard			Performance Test Campaign283			ABCD	ABCD	120 x 60	Button 2	CPM	Impressions	2000	2000	4000	2016-01-01	2016-12-31					3rd party				No	No																							002-I-D					176	158	169	163	169	163	169	169	163	169	163	169
P	298			AUTOMATION SUPPLIER2 - 123	Display Standard			Performance Test Campaign284			ABCD	ABCD	120 x 60	Button 2	CPM	Impressions	2000	2000	4000	2016-01-01	2016-12-31					3rd party				No	No																							002-I-D					176	158	169	163	169	163	169	169	163	169	163	169
P	299			AUTOMATION SUPPLIER2 - 123	Display Standard			Performance Test Campaign285			ABCD	ABCD	120 x 60	Button 2	CPM	Impressions	2000	2000	4000	2016-01-01	2016-12-31					3rd party				No	No																							002-I-D					176	158	169	163	169	163	169	169	163	169	163	169
P	300			AUTOMATION SUPPLIER2 - 123	Display Standard			Performance Test Campaign286			ABCD	ABCD	120 x 60	Button 2	CPM	Impressions	2000	2000	4000	2016-01-01	2016-12-31					3rd party				No	No																							002-I-D					176	158	169	163	169	163	169	169	163	169	163	169
P	301			AUTOMATION SUPPLIER2 - 123	Display Standard			Performance Test Campaign287			ABCD	ABCD	120 x 60	Button 2	CPM	Impressions	2000	2000	4000	2016-01-01	2016-12-31					3rd party				No	No																							002-I-D					176	158	169	163	169	163	169	169	163	169	163	169
P	302			AUTOMATION SUPPLIER2 - 123	Display Standard			Performance Test Campaign288			ABCD	ABCD	120 x 60	Button 2	CPM	Impressions	2000	2000	4000	2016-01-01	2016-12-31					3rd party				No	No																							002-I-D					176	158	169	163	169	163	169	169	163	169	163	169
P	303			AUTOMATION SUPPLIER2 - 123	Display Standard			Performance Test Campaign289			ABCD	ABCD	120 x 60	Button 2	CPM	Impressions	2000	2000	4000	2016-01-01	2016-12-31					3rd party				No	No																							002-I-D					176	158	169	163	169	163	169	169	163	169	163	169
P	304			AUTOMATION SUPPLIER2 - 123	Display Standard			Performance Test Campaign290			ABCD	ABCD	120 x 60	Button 2	CPM	Impressions	2000	2000	4000	2016-01-01	2016-12-31					3rd party				No	No																							002-I-D					176	158	169	163	169	163	169	169	163	169	163	169
