SN		Schema 2.9																																																																											
SV		2.9																																																																											
C			7.98																																																																										
T		TOKEN		CP3D3Q																																																																									
HR	rowNumber	placementNumber	sourceID	site	packageNPackageType	groupName	primaryPlacement	placementName	supplierProductName	placementUrl	section	target	dimensions	dimensionsPosition	proposalCostMethod	unitType	rate	unitAmount	plannedCost	flightStart	flightEnd	creativeType	creativeTypeDescription	maxFileSize	creativeDueDate	servedBy	estimatedUniqueViews	estimatedPageViews	shareOfVoice	richMediaAccepted	richMediaFeeIncluded	flashVersion	maxLooping	maxAnimationTiming	comments	supplierValidityEndDate	supplerSalesOrderRef	supplierSalesOrderRefVersion	supplierSalesAdserverOID	supplierPlacementRef	supplierOrderDate	inventoryType	subsection	supplierPlacementParentRef	marketRate	marketValue	CC:VENDOR PROPERTY TYPE	CC:PUBLISHER PRODUCT	CC:FEES	CC:COMMISSION	CC:MEDIA TYPE	CC:GUARANTEED	CC:EXPIRATION DATE	CC:TARGETING DELIVERY TYPE	CC:RICH MEDIA TYPES - FORMAT	CC:BUY TYPE 1	CC:CHANNEL TYPE 1	CC:CHANNEL TYPE 2	CC:TARGETING AUDIENCE TYPE	CC:TARGETING CONTEXT TYPE	CC:BUY TYPE 2	CC:TARGETING DELIVERY VALUE	CC:NOTES FOR BUYER	CC:NON-GUARANTEED IMPRESSIONS ESTIMATES	CC:VIDEO LENGTH	M:1	M:2	M:3	M:4	M:5	M:6	M:7	M:8	M:9	M:10	M:11	M:12
P	24			3COM.COM	Display Standard			Perf3complacmnt12					120 x 600	Skyscraper	CPM	Impressions	123	11	1.35	2016-01-01	2016-12-31					3rd party				No	No														1.2	Market - AFNY Online List  2		AE1-I-D												African-American (AA)						11	0	0	0	0	0	0	0	0	0	0	0
P	25			3COM.COM	Display Standard			Perf3complacmnt13					120 x 600	Skyscraper	CPM	Impressions	123	11	1.35	2016-01-01	2016-12-31					3rd party				No	No														1.2	Market - AFNY Online List  2		AE1-I-D												African-American (AA)						11	0	0	0	0	0	0	0	0	0	0	0
P	26			3COM.COM	Display Standard			Perf3complacmnt14					120 x 600	Skyscraper	CPM	Impressions	123	11	1.35	2016-01-01	2016-12-31					3rd party				No	No														1.2	Market - AFNY Online List  2		AE1-I-D												African-American (AA)						11	0	0	0	0	0	0	0	0	0	0	0
P	27			3COM.COM	Display Standard			Perf3complacmnt15					120 x 600	Skyscraper	CPM	Impressions	123	11	1.35	2016-01-01	2016-12-31					3rd party				No	No														1.2	Market - AFNY Online List  2		AE1-I-D												African-American (AA)						11	0	0	0	0	0	0	0	0	0	0	0
P	28			3COM.COM	Display Standard			Perf3complacmnt16					120 x 600	Skyscraper	CPM	Impressions	123	11	1.35	2016-01-01	2016-12-31					3rd party				No	No														1.2	Market - AFNY Online List  2		AE1-I-D												African-American (AA)						11	0	0	0	0	0	0	0	0	0	0	0
P	29			3COM.COM	Display Standard			Perf3complacmnt17					120 x 600	Skyscraper	CPM	Impressions	123	11	1.35	2016-01-01	2016-12-31					3rd party				No	No														1.2	Market - AFNY Online List  2		AE1-I-D												African-American (AA)						11	0	0	0	0	0	0	0	0	0	0	0
P	30			3COM.COM	Display Standard			Perf3complacmnt18					120 x 600	Skyscraper	CPM	Impressions	123	11	1.35	2016-01-01	2016-12-31					3rd party				No	No														1.2	Market - AFNY Online List  2		AE1-I-D												African-American (AA)						11	0	0	0	0	0	0	0	0	0	0	0
P	31			3COM.COM	Display Standard			Perf3complacmnt19					120 x 600	Skyscraper	CPM	Impressions	123	11	1.35	2016-01-01	2016-12-31					3rd party				No	No														1.2	Market - AFNY Online List  2		AE1-I-D												African-American (AA)						11	0	0	0	0	0	0	0	0	0	0	0
P	32			3COM.COM	Display Standard			Perf3complacmnt20					120 x 600	Skyscraper	CPM	Impressions	123	11	1.35	2016-01-01	2016-12-31					3rd party				No	No														1.2	Market - AFNY Online List  2		AE1-I-D												African-American (AA)						11	0	0	0	0	0	0	0	0	0	0	0
P	33			3COM.COM	Display Standard			Perf3complacmnt21					120 x 600	Skyscraper	CPM	Impressions	123	11	1.35	2016-01-01	2016-12-31					3rd party				No	No														1.2	Market - AFNY Online List  2		AE1-I-D												African-American (AA)						11	0	0	0	0	0	0	0	0	0	0	0
P	34			3COM.COM	Display Standard			Perf3complacmnt22					120 x 600	Skyscraper	CPM	Impressions	123	11	1.35	2016-01-01	2016-12-31					3rd party				No	No														1.2	Market - AFNY Online List  2		AE1-I-D												African-American (AA)						11	0	0	0	0	0	0	0	0	0	0	0
P	35			3COM.COM	Display Standard			Perf3complacmnt23					120 x 600	Skyscraper	CPM	Impressions	123	11	1.35	2016-01-01	2016-12-31					3rd party				No	No														1.2	Market - AFNY Online List  2		AE1-I-D												African-American (AA)						11	0	0	0	0	0	0	0	0	0	0	0
P	36			3COM.COM	Display Standard			Perf3complacmnt24					120 x 600	Skyscraper	CPM	Impressions	123	11	1.35	2016-01-01	2016-12-31					3rd party				No	No														1.2	Market - AFNY Online List  2		AE1-I-D												African-American (AA)						11	0	0	0	0	0	0	0	0	0	0	0
P	37			3COM.COM	Display Standard			Perf3complacmnt25					120 x 600	Skyscraper	CPM	Impressions	123	11	1.35	2016-01-01	2016-12-31					3rd party				No	No														1.2	Market - AFNY Online List  2		AE1-I-D												African-American (AA)						11	0	0	0	0	0	0	0	0	0	0	0
P	38			3COM.COM	Display Standard			Perf3complacmnt26					120 x 600	Skyscraper	CPM	Impressions	123	11	1.35	2016-01-01	2016-12-31					3rd party				No	No														1.2	Market - AFNY Online List  2		AE1-I-D												African-American (AA)						11	0	0	0	0	0	0	0	0	0	0	0
P	39			3COM.COM	Display Standard			Perf3complacmnt27					120 x 600	Skyscraper	CPM	Impressions	123	11	1.35	2016-01-01	2016-12-31					3rd party				No	No														1.2	Market - AFNY Online List  2		AE1-I-D												African-American (AA)						11	0	0	0	0	0	0	0	0	0	0	0
P	40			3COM.COM	Display Standard			Perf3complacmnt28					120 x 600	Skyscraper	CPM	Impressions	123	11	1.35	2016-01-01	2016-12-31					3rd party				No	No														1.2	Market - AFNY Online List  2		AE1-I-D												African-American (AA)						11	0	0	0	0	0	0	0	0	0	0	0
P	41			3COM.COM	Display Standard			Perf3complacmnt29					120 x 600	Skyscraper	CPM	Impressions	123	11	1.35	2016-01-01	2016-12-31					3rd party				No	No														1.2	Market - AFNY Online List  2		AE1-I-D												African-American (AA)						11	0	0	0	0	0	0	0	0	0	0	0
P	42			3COM.COM	Display Standard			Perf3complacmnt30					120 x 600	Skyscraper	CPM	Impressions	123	11	1.35	2016-01-01	2016-12-31					3rd party				No	No														1.2	Market - AFNY Online List  2		AE1-I-D												African-American (AA)						11	0	0	0	0	0	0	0	0	0	0	0
P	43			3COM.COM	Display Standard			Perf3complacmnt31					120 x 600	Skyscraper	CPM	Impressions	123	11	1.35	2016-01-01	2016-12-31					3rd party				No	No														1.2	Market - AFNY Online List  2		AE1-I-D												African-American (AA)						11	0	0	0	0	0	0	0	0	0	0	0
P	44			3COM.COM	Display Standard			Perf3complacmnt32					120 x 600	Skyscraper	CPM	Impressions	123	11	1.35	2016-01-01	2016-12-31					3rd party				No	No														1.2	Market - AFNY Online List  2		AE1-I-D												African-American (AA)						11	0	0	0	0	0	0	0	0	0	0	0
P	45			3COM.COM	Display Standard			Perf3complacmnt33					120 x 600	Skyscraper	CPM	Impressions	123	11	1.35	2016-01-01	2016-12-31					3rd party				No	No														1.2	Market - AFNY Online List  2		AE1-I-D												African-American (AA)						11	0	0	0	0	0	0	0	0	0	0	0
P	46			3COM.COM	Display Standard			Perf3complacmnt34					120 x 600	Skyscraper	CPM	Impressions	123	11	1.35	2016-01-01	2016-12-31					3rd party				No	No														1.2	Market - AFNY Online List  2		AE1-I-D												African-American (AA)						11	0	0	0	0	0	0	0	0	0	0	0
P	47			3COM.COM	Display Standard			Perf3complacmnt35					120 x 600	Skyscraper	CPM	Impressions	123	11	1.35	2016-01-01	2016-12-31					3rd party				No	No														1.2	Market - AFNY Online List  2		AE1-I-D												African-American (AA)						11	0	0	0	0	0	0	0	0	0	0	0
P	48			3COM.COM	Display Standard			Perf3complacmnt36					120 x 600	Skyscraper	CPM	Impressions	123	11	1.35	2016-01-01	2016-12-31					3rd party				No	No														1.2	Market - AFNY Online List  2		AE1-I-D												African-American (AA)						11	0	0	0	0	0	0	0	0	0	0	0
P	49			3COM.COM	Display Standard			Perf3complacmnt37					120 x 600	Skyscraper	CPM	Impressions	123	11	1.35	2016-01-01	2016-12-31					3rd party				No	No														1.2	Market - AFNY Online List  2		AE1-I-D												African-American (AA)						11	0	0	0	0	0	0	0	0	0	0	0
P	50			3COM.COM	Display Standard			Perf3complacmnt38					120 x 600	Skyscraper	CPM	Impressions	123	11	1.35	2016-01-01	2016-12-31					3rd party				No	No														1.2	Market - AFNY Online List  2		AE1-I-D												African-American (AA)						11	0	0	0	0	0	0	0	0	0	0	0
P	51			3COM.COM	Display Standard			Perf3complacmnt39					120 x 600	Skyscraper	CPM	Impressions	123	11	1.35	2016-01-01	2016-12-31					3rd party				No	No														1.2	Market - AFNY Online List  2		AE1-I-D												African-American (AA)						11	0	0	0	0	0	0	0	0	0	0	0
P	52			3COM.COM	Display Standard			Perf3complacmnt40					120 x 600	Skyscraper	CPM	Impressions	123	11	1.35	2016-01-01	2016-12-31					3rd party				No	No														1.2	Market - AFNY Online List  2		AE1-I-D												African-American (AA)						11	0	0	0	0	0	0	0	0	0	0	0
P	53			3COM.COM	Display Standard			Perf3complacmnt41					120 x 600	Skyscraper	CPM	Impressions	123	11	1.35	2016-01-01	2016-12-31					3rd party				No	No														1.2	Market - AFNY Online List  2		AE1-I-D												African-American (AA)						11	0	0	0	0	0	0	0	0	0	0	0
P	54			3COM.COM	Display Standard			Perf3complacmnt42					120 x 600	Skyscraper	CPM	Impressions	123	11	1.35	2016-01-01	2016-12-31					3rd party				No	No														1.2	Market - AFNY Online List  2		AE1-I-D												African-American (AA)						11	0	0	0	0	0	0	0	0	0	0	0
P	55			3COM.COM	Display Standard			Perf3complacmnt43					120 x 600	Skyscraper	CPM	Impressions	123	11	1.35	2016-01-01	2016-12-31					3rd party				No	No														1.2	Market - AFNY Online List  2		AE1-I-D												African-American (AA)						11	0	0	0	0	0	0	0	0	0	0	0
P	56			3COM.COM	Display Standard			Perf3complacmnt44					120 x 600	Skyscraper	CPM	Impressions	123	11	1.35	2016-01-01	2016-12-31					3rd party				No	No														1.2	Market - AFNY Online List  2		AE1-I-D												African-American (AA)						11	0	0	0	0	0	0	0	0	0	0	0
P	57			3COM.COM	Display Standard			Perf3complacmnt45					120 x 600	Skyscraper	CPM	Impressions	123	11	1.35	2016-01-01	2016-12-31					3rd party				No	No														1.2	Market - AFNY Online List  2		AE1-I-D												African-American (AA)						11	0	0	0	0	0	0	0	0	0	0	0
P	58			3COM.COM	Display Standard			Perf3complacmnt46					120 x 600	Skyscraper	CPM	Impressions	123	11	1.35	2016-01-01	2016-12-31					3rd party				No	No														1.2	Market - AFNY Online List  2		AE1-I-D												African-American (AA)						11	0	0	0	0	0	0	0	0	0	0	0
P	59			3COM.COM	Display Standard			Perf3complacmnt47					120 x 600	Skyscraper	CPM	Impressions	123	11	1.35	2016-01-01	2016-12-31					3rd party				No	No														1.2	Market - AFNY Online List  2		AE1-I-D												African-American (AA)						11	0	0	0	0	0	0	0	0	0	0	0
P	60			3COM.COM	Display Standard			Perf3complacmnt48					120 x 600	Skyscraper	CPM	Impressions	123	11	1.35	2016-01-01	2016-12-31					3rd party				No	No														1.2	Market - AFNY Online List  2		AE1-I-D												African-American (AA)						11	0	0	0	0	0	0	0	0	0	0	0
P	61			3COM.COM	Display Standard			Perf3complacmnt49					120 x 600	Skyscraper	CPM	Impressions	123	11	1.35	2016-01-01	2016-12-31					3rd party				No	No														1.2	Market - AFNY Online List  2		AE1-I-D												African-American (AA)						11	0	0	0	0	0	0	0	0	0	0	0
P	62			3COM.COM	Display Standard			Perf3complacmnt50					120 x 600	Skyscraper	CPM	Impressions	123	11	1.35	2016-01-01	2016-12-31					3rd party				No	No														1.2	Market - AFNY Online List  2		AE1-I-D												African-American (AA)						11	0	0	0	0	0	0	0	0	0	0	0
P	63			3COM.COM	Display Standard			Perf3complacmnt51					120 x 600	Skyscraper	CPM	Impressions	123	11	1.35	2016-01-01	2016-12-31					3rd party				No	No														1.2	Market - AFNY Online List  2		AE1-I-D												African-American (AA)						11	0	0	0	0	0	0	0	0	0	0	0
P	64			3COM.COM	Display Standard			Perf3complacmnt52					120 x 600	Skyscraper	CPM	Impressions	123	11	1.35	2016-01-01	2016-12-31					3rd party				No	No														1.2	Market - AFNY Online List  2		AE1-I-D												African-American (AA)						11	0	0	0	0	0	0	0	0	0	0	0
P	65			3COM.COM	Display Standard			Perf3complacmnt53					120 x 600	Skyscraper	CPM	Impressions	123	11	1.35	2016-01-01	2016-12-31					3rd party				No	No														1.2	Market - AFNY Online List  2		AE1-I-D												African-American (AA)						11	0	0	0	0	0	0	0	0	0	0	0
P	66			3COM.COM	Display Standard			Perf3complacmnt54					120 x 600	Skyscraper	CPM	Impressions	123	11	1.35	2016-01-01	2016-12-31					3rd party				No	No														1.2	Market - AFNY Online List  2		AE1-I-D												African-American (AA)						11	0	0	0	0	0	0	0	0	0	0	0
P	67			3COM.COM	Display Standard			Perf3complacmnt55					120 x 600	Skyscraper	CPM	Impressions	123	11	1.35	2016-01-01	2016-12-31					3rd party				No	No														1.2	Market - AFNY Online List  2		AE1-I-D												African-American (AA)						11	0	0	0	0	0	0	0	0	0	0	0
P	68			3COM.COM	Display Standard			Perf3complacmnt56					120 x 600	Skyscraper	CPM	Impressions	123	11	1.35	2016-01-01	2016-12-31					3rd party				No	No														1.2	Market - AFNY Online List  2		AE1-I-D												African-American (AA)						11	0	0	0	0	0	0	0	0	0	0	0
P	69			3COM.COM	Display Standard			Perf3complacmnt57					120 x 600	Skyscraper	CPM	Impressions	123	11	1.35	2016-01-01	2016-12-31					3rd party				No	No														1.2	Market - AFNY Online List  2		AE1-I-D												African-American (AA)						11	0	0	0	0	0	0	0	0	0	0	0
P	70			3COM.COM	Display Standard			Perf3complacmnt58					120 x 600	Skyscraper	CPM	Impressions	123	11	1.35	2016-01-01	2016-12-31					3rd party				No	No														1.2	Market - AFNY Online List  2		AE1-I-D												African-American (AA)						11	0	0	0	0	0	0	0	0	0	0	0
P	71			3COM.COM	Display Standard			Perf3complacmnt59					120 x 600	Skyscraper	CPM	Impressions	123	11	1.35	2016-01-01	2016-12-31					3rd party				No	No														1.2	Market - AFNY Online List  2		AE1-I-D												African-American (AA)						11	0	0	0	0	0	0	0	0	0	0	0
P	72			3COM.COM	Display Standard			Perf3complacmnt60					120 x 600	Skyscraper	CPM	Impressions	123	11	1.35	2016-01-01	2016-12-31					3rd party				No	No														1.2	Market - AFNY Online List  2		AE1-I-D												African-American (AA)						11	0	0	0	0	0	0	0	0	0	0	0
P	73			3COM.COM	Display Standard			Perf3complacmnt61					120 x 600	Skyscraper	CPM	Impressions	123	11	1.35	2016-01-01	2016-12-31					3rd party				No	No														1.2	Market - AFNY Online List  2		AE1-I-D												African-American (AA)						11	0	0	0	0	0	0	0	0	0	0	0
P	74			3COM.COM	Display Standard			Perf3complacmnt62					120 x 600	Skyscraper	CPM	Impressions	123	11	1.35	2016-01-01	2016-12-31					3rd party				No	No														1.2	Market - AFNY Online List  2		AE1-I-D												African-American (AA)						11	0	0	0	0	0	0	0	0	0	0	0
P	75			3COM.COM	Display Standard			Perf3complacmnt63					120 x 600	Skyscraper	CPM	Impressions	123	11	1.35	2016-01-01	2016-12-31					3rd party				No	No														1.2	Market - AFNY Online List  2		AE1-I-D												African-American (AA)						11	0	0	0	0	0	0	0	0	0	0	0
P	76			3COM.COM	Display Standard			Perf3complacmnt64					120 x 600	Skyscraper	CPM	Impressions	123	11	1.35	2016-01-01	2016-12-31					3rd party				No	No														1.2	Market - AFNY Online List  2		AE1-I-D												African-American (AA)						11	0	0	0	0	0	0	0	0	0	0	0
P	77			3COM.COM	Display Standard			Perf3complacmnt65					120 x 600	Skyscraper	CPM	Impressions	123	11	1.35	2016-01-01	2016-12-31					3rd party				No	No														1.2	Market - AFNY Online List  2		AE1-I-D												African-American (AA)						11	0	0	0	0	0	0	0	0	0	0	0
P	78			3COM.COM	Display Standard			Perf3complacmnt66					120 x 600	Skyscraper	CPM	Impressions	123	11	1.35	2016-01-01	2016-12-31					3rd party				No	No														1.2	Market - AFNY Online List  2		AE1-I-D												African-American (AA)						11	0	0	0	0	0	0	0	0	0	0	0
P	79			3COM.COM	Display Standard			Perf3complacmnt67					120 x 600	Skyscraper	CPM	Impressions	123	11	1.35	2016-01-01	2016-12-31					3rd party				No	No														1.2	Market - AFNY Online List  2		AE1-I-D												African-American (AA)						11	0	0	0	0	0	0	0	0	0	0	0
P	80			3COM.COM	Display Standard			Perf3complacmnt68					120 x 600	Skyscraper	CPM	Impressions	123	11	1.35	2016-01-01	2016-12-31					3rd party				No	No														1.2	Market - AFNY Online List  2		AE1-I-D												African-American (AA)						11	0	0	0	0	0	0	0	0	0	0	0
P	81			3COM.COM	Display Standard			Perf3complacmnt69					120 x 600	Skyscraper	CPM	Impressions	123	11	1.35	2016-01-01	2016-12-31					3rd party				No	No														1.2	Market - AFNY Online List  2		AE1-I-D												African-American (AA)						11	0	0	0	0	0	0	0	0	0	0	0
P	82			3COM.COM	Display Standard			Perf3complacmnt70					120 x 600	Skyscraper	CPM	Impressions	123	11	1.35	2016-01-01	2016-12-31					3rd party				No	No														1.2	Market - AFNY Online List  2		AE1-I-D												African-American (AA)						11	0	0	0	0	0	0	0	0	0	0	0
P	83			3COM.COM	Display Standard			Perf3complacmnt71					120 x 600	Skyscraper	CPM	Impressions	123	11	1.35	2016-01-01	2016-12-31					3rd party				No	No														1.2	Market - AFNY Online List  2		AE1-I-D												African-American (AA)						11	0	0	0	0	0	0	0	0	0	0	0
P	84			3COM.COM	Display Standard			Perf3complacmnt72					120 x 600	Skyscraper	CPM	Impressions	123	11	1.35	2016-01-01	2016-12-31					3rd party				No	No														1.2	Market - AFNY Online List  2		AE1-I-D												African-American (AA)						11	0	0	0	0	0	0	0	0	0	0	0
P	85			3COM.COM	Display Standard			Perf3complacmnt73					120 x 600	Skyscraper	CPM	Impressions	123	11	1.35	2016-01-01	2016-12-31					3rd party				No	No														1.2	Market - AFNY Online List  2		AE1-I-D												African-American (AA)						11	0	0	0	0	0	0	0	0	0	0	0
P	86			3COM.COM	Display Standard			Perf3complacmnt74					120 x 600	Skyscraper	CPM	Impressions	123	11	1.35	2016-01-01	2016-12-31					3rd party				No	No														1.2	Market - AFNY Online List  2		AE1-I-D												African-American (AA)						11	0	0	0	0	0	0	0	0	0	0	0
P	87			3COM.COM	Display Standard			Perf3complacmnt75					120 x 600	Skyscraper	CPM	Impressions	123	11	1.35	2016-01-01	2016-12-31					3rd party				No	No														1.2	Market - AFNY Online List  2		AE1-I-D												African-American (AA)						11	0	0	0	0	0	0	0	0	0	0	0
P	88			3COM.COM	Display Standard			Perf3complacmnt76					120 x 600	Skyscraper	CPM	Impressions	123	11	1.35	2016-01-01	2016-12-31					3rd party				No	No														1.2	Market - AFNY Online List  2		AE1-I-D												African-American (AA)						11	0	0	0	0	0	0	0	0	0	0	0
P	89			3COM.COM	Display Standard			Perf3complacmnt77					120 x 600	Skyscraper	CPM	Impressions	123	11	1.35	2016-01-01	2016-12-31					3rd party				No	No														1.2	Market - AFNY Online List  2		AE1-I-D												African-American (AA)						11	0	0	0	0	0	0	0	0	0	0	0
P	90			3COM.COM	Display Standard			Perf3complacmnt78					120 x 600	Skyscraper	CPM	Impressions	123	11	1.35	2016-01-01	2016-12-31					3rd party				No	No														1.2	Market - AFNY Online List  2		AE1-I-D												African-American (AA)						11	0	0	0	0	0	0	0	0	0	0	0
P	91			3COM.COM	Display Standard			Perf3complacmnt79					120 x 600	Skyscraper	CPM	Impressions	123	11	1.35	2016-01-01	2016-12-31					3rd party				No	No														1.2	Market - AFNY Online List  2		AE1-I-D												African-American (AA)						11	0	0	0	0	0	0	0	0	0	0	0
P	92			3COM.COM	Display Standard			Perf3complacmnt80					120 x 600	Skyscraper	CPM	Impressions	123	11	1.35	2016-01-01	2016-12-31					3rd party				No	No														1.2	Market - AFNY Online List  2		AE1-I-D												African-American (AA)						11	0	0	0	0	0	0	0	0	0	0	0
P	93			3COM.COM	Display Standard			Perf3complacmnt81					120 x 600	Skyscraper	CPM	Impressions	123	11	1.35	2016-01-01	2016-12-31					3rd party				No	No														1.2	Market - AFNY Online List  2		AE1-I-D												African-American (AA)						11	0	0	0	0	0	0	0	0	0	0	0
P	94			3COM.COM	Display Standard			Perf3complacmnt82					120 x 600	Skyscraper	CPM	Impressions	123	11	1.35	2016-01-01	2016-12-31					3rd party				No	No														1.2	Market - AFNY Online List  2		AE1-I-D												African-American (AA)						11	0	0	0	0	0	0	0	0	0	0	0
P	95			3COM.COM	Display Standard			Perf3complacmnt83					120 x 600	Skyscraper	CPM	Impressions	123	11	1.35	2016-01-01	2016-12-31					3rd party				No	No														1.2	Market - AFNY Online List  2		AE1-I-D												African-American (AA)						11	0	0	0	0	0	0	0	0	0	0	0
P	96			3COM.COM	Display Standard			Perf3complacmnt84					120 x 600	Skyscraper	CPM	Impressions	123	11	1.35	2016-01-01	2016-12-31					3rd party				No	No														1.2	Market - AFNY Online List  2		AE1-I-D												African-American (AA)						11	0	0	0	0	0	0	0	0	0	0	0
P	97			3COM.COM	Display Standard			Perf3complacmnt85					120 x 600	Skyscraper	CPM	Impressions	123	11	1.35	2016-01-01	2016-12-31					3rd party				No	No														1.2	Market - AFNY Online List  2		AE1-I-D												African-American (AA)						11	0	0	0	0	0	0	0	0	0	0	0
P	98			3COM.COM	Display Standard			Perf3complacmnt86					120 x 600	Skyscraper	CPM	Impressions	123	11	1.35	2016-01-01	2016-12-31					3rd party				No	No														1.2	Market - AFNY Online List  2		AE1-I-D												African-American (AA)						11	0	0	0	0	0	0	0	0	0	0	0
P	99			3COM.COM	Display Standard			Perf3complacmnt87					120 x 600	Skyscraper	CPM	Impressions	123	11	1.35	2016-01-01	2016-12-31					3rd party				No	No														1.2	Market - AFNY Online List  2		AE1-I-D												African-American (AA)						11	0	0	0	0	0	0	0	0	0	0	0
