SN		Schema 2.9																																																																				
SV		2.9																																																																				
C			4000																																																																			
T		TOKEN		CP5LLJ0																																																																		
HR	rowNumber	placementNumber	sourceID	site	packageNPackageType	groupName	primaryPlacement	placementName	supplierProductName	placementUrl	section	target	dimensions	dimensionsPosition	proposalCostMethod	unitType	rate	unitAmount	plannedCost	flightStart	flightEnd	creativeType	creativeTypeDescription	maxFileSize	creativeDueDate	servedBy	estimatedUniqueViews	estimatedPageViews	shareOfVoice	richMediaAccepted	richMediaFeeIncluded	flashVersion	maxLooping	maxAnimationTiming	comments	supplierValidityEndDate	supplerSalesOrderRef	supplierSalesOrderRefVersion	supplierSalesAdserverOID	supplierPlacementRef	supplierOrderDate	inventoryType	subsection	supplierPlacementParentRef	CC:AGE TARGETING	CC:GENDER TARGETING	CC:AGENCY-PUBLISHER PAID	CC:DAYPART TARGETING	CC:GEO TARGETING LEVEL	CC:BEHAVIORAL TARGETING	CC:CONTEXTUAL TARGETING	CC:RETARGETING	CC:CPE KPI	CC:PUBLISHER PRODUCT	CC:EXPIRATION_DATE	CC:FEES	CC:COMMISSION	CC:NEWCOLUMN	M:1	M:2	M:3	M:4	M:5	M:6	M:7	M:8	M:9	M:10	M:11	M:12
P	624			AUTOMATION SUPPLIER4 - 123	Display Standard			Performance Test Campaign610			ABCD	ABCD	120 x 60	Button 2	CPM	Impressions	2000	2000	4000	2016-01-01	2016-12-31					3rd party				No	No																							002-I-D					176	158	169	163	169	163	169	169	163	169	163	169
P	625			AUTOMATION SUPPLIER4 - 123	Display Standard			Performance Test Campaign611			ABCD	ABCD	120 x 60	Button 2	CPM	Impressions	2000	2000	4000	2016-01-01	2016-12-31					3rd party				No	No																							002-I-D					176	158	169	163	169	163	169	169	163	169	163	169
P	626			AUTOMATION SUPPLIER4 - 123	Display Standard			Performance Test Campaign612			ABCD	ABCD	120 x 60	Button 2	CPM	Impressions	2000	2000	4000	2016-01-01	2016-12-31					3rd party				No	No																							002-I-D					176	158	169	163	169	163	169	169	163	169	163	169
P	627			AUTOMATION SUPPLIER4 - 123	Display Standard			Performance Test Campaign613			ABCD	ABCD	120 x 60	Button 2	CPM	Impressions	2000	2000	4000	2016-01-01	2016-12-31					3rd party				No	No																							002-I-D					176	158	169	163	169	163	169	169	163	169	163	169
P	628			AUTOMATION SUPPLIER4 - 123	Display Standard			Performance Test Campaign614			ABCD	ABCD	120 x 60	Button 2	CPM	Impressions	2000	2000	4000	2016-01-01	2016-12-31					3rd party				No	No																							002-I-D					176	158	169	163	169	163	169	169	163	169	163	169
P	629			AUTOMATION SUPPLIER4 - 123	Display Standard			Performance Test Campaign615			ABCD	ABCD	120 x 60	Button 2	CPM	Impressions	2000	2000	4000	2016-01-01	2016-12-31					3rd party				No	No																							002-I-D					176	158	169	163	169	163	169	169	163	169	163	169
P	630			AUTOMATION SUPPLIER4 - 123	Display Standard			Performance Test Campaign616			ABCD	ABCD	120 x 60	Button 2	CPM	Impressions	2000	2000	4000	2016-01-01	2016-12-31					3rd party				No	No																							002-I-D					176	158	169	163	169	163	169	169	163	169	163	169
P	631			AUTOMATION SUPPLIER4 - 123	Display Standard			Performance Test Campaign617			ABCD	ABCD	120 x 60	Button 2	CPM	Impressions	2000	2000	4000	2016-01-01	2016-12-31					3rd party				No	No																							002-I-D					176	158	169	163	169	163	169	169	163	169	163	169
P	632			AUTOMATION SUPPLIER4 - 123	Display Standard			Performance Test Campaign618			ABCD	ABCD	120 x 60	Button 2	CPM	Impressions	2000	2000	4000	2016-01-01	2016-12-31					3rd party				No	No																							002-I-D					176	158	169	163	169	163	169	169	163	169	163	169
P	633			AUTOMATION SUPPLIER4 - 123	Display Standard			Performance Test Campaign619			ABCD	ABCD	120 x 60	Button 2	CPM	Impressions	2000	2000	4000	2016-01-01	2016-12-31					3rd party				No	No																							002-I-D					176	158	169	163	169	163	169	169	163	169	163	169
P	634			AUTOMATION SUPPLIER4 - 123	Display Standard			Performance Test Campaign620			ABCD	ABCD	120 x 60	Button 2	CPM	Impressions	2000	2000	4000	2016-01-01	2016-12-31					3rd party				No	No																							002-I-D					176	158	169	163	169	163	169	169	163	169	163	169
P	635			AUTOMATION SUPPLIER4 - 123	Display Standard			Performance Test Campaign621			ABCD	ABCD	120 x 60	Button 2	CPM	Impressions	2000	2000	4000	2016-01-01	2016-12-31					3rd party				No	No																							002-I-D					176	158	169	163	169	163	169	169	163	169	163	169
P	636			AUTOMATION SUPPLIER4 - 123	Display Standard			Performance Test Campaign622			ABCD	ABCD	120 x 60	Button 2	CPM	Impressions	2000	2000	4000	2016-01-01	2016-12-31					3rd party				No	No																							002-I-D					176	158	169	163	169	163	169	169	163	169	163	169
P	637			AUTOMATION SUPPLIER4 - 123	Display Standard			Performance Test Campaign623			ABCD	ABCD	120 x 60	Button 2	CPM	Impressions	2000	2000	4000	2016-01-01	2016-12-31					3rd party				No	No																							002-I-D					176	158	169	163	169	163	169	169	163	169	163	169
P	638			AUTOMATION SUPPLIER4 - 123	Display Standard			Performance Test Campaign624			ABCD	ABCD	120 x 60	Button 2	CPM	Impressions	2000	2000	4000	2016-01-01	2016-12-31					3rd party				No	No																							002-I-D					176	158	169	163	169	163	169	169	163	169	163	169
P	639			AUTOMATION SUPPLIER4 - 123	Display Standard			Performance Test Campaign625			ABCD	ABCD	120 x 60	Button 2	CPM	Impressions	2000	2000	4000	2016-01-01	2016-12-31					3rd party				No	No																							002-I-D					176	158	169	163	169	163	169	169	163	169	163	169
P	640			AUTOMATION SUPPLIER4 - 123	Display Standard			Performance Test Campaign626			ABCD	ABCD	120 x 60	Button 2	CPM	Impressions	2000	2000	4000	2016-01-01	2016-12-31					3rd party				No	No																							002-I-D					176	158	169	163	169	163	169	169	163	169	163	169
P	641			AUTOMATION SUPPLIER4 - 123	Display Standard			Performance Test Campaign627			ABCD	ABCD	120 x 60	Button 2	CPM	Impressions	2000	2000	4000	2016-01-01	2016-12-31					3rd party				No	No																							002-I-D					176	158	169	163	169	163	169	169	163	169	163	169
P	642			AUTOMATION SUPPLIER4 - 123	Display Standard			Performance Test Campaign628			ABCD	ABCD	120 x 60	Button 2	CPM	Impressions	2000	2000	4000	2016-01-01	2016-12-31					3rd party				No	No																							002-I-D					176	158	169	163	169	163	169	169	163	169	163	169
P	643			AUTOMATION SUPPLIER4 - 123	Display Standard			Performance Test Campaign629			ABCD	ABCD	120 x 60	Button 2	CPM	Impressions	2000	2000	4000	2016-01-01	2016-12-31					3rd party				No	No																							002-I-D					176	158	169	163	169	163	169	169	163	169	163	169
P	644			AUTOMATION SUPPLIER4 - 123	Display Standard			Performance Test Campaign630			ABCD	ABCD	120 x 60	Button 2	CPM	Impressions	2000	2000	4000	2016-01-01	2016-12-31					3rd party				No	No																							002-I-D					176	158	169	163	169	163	169	169	163	169	163	169
P	645			AUTOMATION SUPPLIER4 - 123	Display Standard			Performance Test Campaign631			ABCD	ABCD	120 x 60	Button 2	CPM	Impressions	2000	2000	4000	2016-01-01	2016-12-31					3rd party				No	No																							002-I-D					176	158	169	163	169	163	169	169	163	169	163	169
P	646			AUTOMATION SUPPLIER4 - 123	Display Standard			Performance Test Campaign632			ABCD	ABCD	120 x 60	Button 2	CPM	Impressions	2000	2000	4000	2016-01-01	2016-12-31					3rd party				No	No																							002-I-D					176	158	169	163	169	163	169	169	163	169	163	169
P	647			AUTOMATION SUPPLIER4 - 123	Display Standard			Performance Test Campaign633			ABCD	ABCD	120 x 60	Button 2	CPM	Impressions	2000	2000	4000	2016-01-01	2016-12-31					3rd party				No	No																							002-I-D					176	158	169	163	169	163	169	169	163	169	163	169
P	648			AUTOMATION SUPPLIER4 - 123	Display Standard			Performance Test Campaign634			ABCD	ABCD	120 x 60	Button 2	CPM	Impressions	2000	2000	4000	2016-01-01	2016-12-31					3rd party				No	No																							002-I-D					176	158	169	163	169	163	169	169	163	169	163	169
P	649			AUTOMATION SUPPLIER4 - 123	Display Standard			Performance Test Campaign635			ABCD	ABCD	120 x 60	Button 2	CPM	Impressions	2000	2000	4000	2016-01-01	2016-12-31					3rd party				No	No																							002-I-D					176	158	169	163	169	163	169	169	163	169	163	169
P	650			AUTOMATION SUPPLIER4 - 123	Display Standard			Performance Test Campaign636			ABCD	ABCD	120 x 60	Button 2	CPM	Impressions	2000	2000	4000	2016-01-01	2016-12-31					3rd party				No	No																							002-I-D					176	158	169	163	169	163	169	169	163	169	163	169
P	651			AUTOMATION SUPPLIER4 - 123	Display Standard			Performance Test Campaign637			ABCD	ABCD	120 x 60	Button 2	CPM	Impressions	2000	2000	4000	2016-01-01	2016-12-31					3rd party				No	No																							002-I-D					176	158	169	163	169	163	169	169	163	169	163	169
P	652			AUTOMATION SUPPLIER4 - 123	Display Standard			Performance Test Campaign638			ABCD	ABCD	120 x 60	Button 2	CPM	Impressions	2000	2000	4000	2016-01-01	2016-12-31					3rd party				No	No																							002-I-D					176	158	169	163	169	163	169	169	163	169	163	169
P	653			AUTOMATION SUPPLIER4 - 123	Display Standard			Performance Test Campaign639			ABCD	ABCD	120 x 60	Button 2	CPM	Impressions	2000	2000	4000	2016-01-01	2016-12-31					3rd party				No	No																							002-I-D					176	158	169	163	169	163	169	169	163	169	163	169
P	654			AUTOMATION SUPPLIER4 - 123	Display Standard			Performance Test Campaign640			ABCD	ABCD	120 x 60	Button 2	CPM	Impressions	2000	2000	4000	2016-01-01	2016-12-31					3rd party				No	No																							002-I-D					176	158	169	163	169	163	169	169	163	169	163	169
P	655			AUTOMATION SUPPLIER4 - 123	Display Standard			Performance Test Campaign641			ABCD	ABCD	120 x 60	Button 2	CPM	Impressions	2000	2000	4000	2016-01-01	2016-12-31					3rd party				No	No																							002-I-D					176	158	169	163	169	163	169	169	163	169	163	169
P	656			AUTOMATION SUPPLIER4 - 123	Display Standard			Performance Test Campaign642			ABCD	ABCD	120 x 60	Button 2	CPM	Impressions	2000	2000	4000	2016-01-01	2016-12-31					3rd party				No	No																							002-I-D					176	158	169	163	169	163	169	169	163	169	163	169
P	657			AUTOMATION SUPPLIER4 - 123	Display Standard			Performance Test Campaign643			ABCD	ABCD	120 x 60	Button 2	CPM	Impressions	2000	2000	4000	2016-01-01	2016-12-31					3rd party				No	No																							002-I-D					176	158	169	163	169	163	169	169	163	169	163	169
P	658			AUTOMATION SUPPLIER4 - 123	Display Standard			Performance Test Campaign644			ABCD	ABCD	120 x 60	Button 2	CPM	Impressions	2000	2000	4000	2016-01-01	2016-12-31					3rd party				No	No																							002-I-D					176	158	169	163	169	163	169	169	163	169	163	169
P	659			AUTOMATION SUPPLIER4 - 123	Display Standard			Performance Test Campaign645			ABCD	ABCD	120 x 60	Button 2	CPM	Impressions	2000	2000	4000	2016-01-01	2016-12-31					3rd party				No	No																							002-I-D					176	158	169	163	169	163	169	169	163	169	163	169
P	660			AUTOMATION SUPPLIER4 - 123	Display Standard			Performance Test Campaign646			ABCD	ABCD	120 x 60	Button 2	CPM	Impressions	2000	2000	4000	2016-01-01	2016-12-31					3rd party				No	No																							002-I-D					176	158	169	163	169	163	169	169	163	169	163	169
P	661			AUTOMATION SUPPLIER4 - 123	Display Standard			Performance Test Campaign647			ABCD	ABCD	120 x 60	Button 2	CPM	Impressions	2000	2000	4000	2016-01-01	2016-12-31					3rd party				No	No																							002-I-D					176	158	169	163	169	163	169	169	163	169	163	169
P	662			AUTOMATION SUPPLIER4 - 123	Display Standard			Performance Test Campaign648			ABCD	ABCD	120 x 60	Button 2	CPM	Impressions	2000	2000	4000	2016-01-01	2016-12-31					3rd party				No	No																							002-I-D					176	158	169	163	169	163	169	169	163	169	163	169
P	663			AUTOMATION SUPPLIER4 - 123	Display Standard			Performance Test Campaign649			ABCD	ABCD	120 x 60	Button 2	CPM	Impressions	2000	2000	4000	2016-01-01	2016-12-31					3rd party				No	No																							002-I-D					176	158	169	163	169	163	169	169	163	169	163	169
P	664			AUTOMATION SUPPLIER4 - 123	Display Standard			Performance Test Campaign650			ABCD	ABCD	120 x 60	Button 2	CPM	Impressions	2000	2000	4000	2016-01-01	2016-12-31					3rd party				No	No																							002-I-D					176	158	169	163	169	163	169	169	163	169	163	169
P	665			AUTOMATION SUPPLIER4 - 123	Display Standard			Performance Test Campaign651			ABCD	ABCD	120 x 60	Button 2	CPM	Impressions	2000	2000	4000	2016-01-01	2016-12-31					3rd party				No	No																							002-I-D					176	158	169	163	169	163	169	169	163	169	163	169
P	666			AUTOMATION SUPPLIER4 - 123	Display Standard			Performance Test Campaign652			ABCD	ABCD	120 x 60	Button 2	CPM	Impressions	2000	2000	4000	2016-01-01	2016-12-31					3rd party				No	No																							002-I-D					176	158	169	163	169	163	169	169	163	169	163	169
P	667			AUTOMATION SUPPLIER4 - 123	Display Standard			Performance Test Campaign653			ABCD	ABCD	120 x 60	Button 2	CPM	Impressions	2000	2000	4000	2016-01-01	2016-12-31					3rd party				No	No																							002-I-D					176	158	169	163	169	163	169	169	163	169	163	169
P	668			AUTOMATION SUPPLIER4 - 123	Display Standard			Performance Test Campaign654			ABCD	ABCD	120 x 60	Button 2	CPM	Impressions	2000	2000	4000	2016-01-01	2016-12-31					3rd party				No	No																							002-I-D					176	158	169	163	169	163	169	169	163	169	163	169
P	669			AUTOMATION SUPPLIER4 - 123	Display Standard			Performance Test Campaign655			ABCD	ABCD	120 x 60	Button 2	CPM	Impressions	2000	2000	4000	2016-01-01	2016-12-31					3rd party				No	No																							002-I-D					176	158	169	163	169	163	169	169	163	169	163	169
P	670			AUTOMATION SUPPLIER4 - 123	Display Standard			Performance Test Campaign656			ABCD	ABCD	120 x 60	Button 2	CPM	Impressions	2000	2000	4000	2016-01-01	2016-12-31					3rd party				No	No																							002-I-D					176	158	169	163	169	163	169	169	163	169	163	169
P	671			AUTOMATION SUPPLIER4 - 123	Display Standard			Performance Test Campaign657			ABCD	ABCD	120 x 60	Button 2	CPM	Impressions	2000	2000	4000	2016-01-01	2016-12-31					3rd party				No	No																							002-I-D					176	158	169	163	169	163	169	169	163	169	163	169
P	672			AUTOMATION SUPPLIER4 - 123	Display Standard			Performance Test Campaign658			ABCD	ABCD	120 x 60	Button 2	CPM	Impressions	2000	2000	4000	2016-01-01	2016-12-31					3rd party				No	No																							002-I-D					176	158	169	163	169	163	169	169	163	169	163	169
P	673			AUTOMATION SUPPLIER4 - 123	Display Standard			Performance Test Campaign659			ABCD	ABCD	120 x 60	Button 2	CPM	Impressions	2000	2000	4000	2016-01-01	2016-12-31					3rd party				No	No																							002-I-D					176	158	169	163	169	163	169	169	163	169	163	169
P	674			AUTOMATION SUPPLIER4 - 123	Display Standard			Performance Test Campaign660			ABCD	ABCD	120 x 60	Button 2	CPM	Impressions	2000	2000	4000	2016-01-01	2016-12-31					3rd party				No	No																							002-I-D					176	158	169	163	169	163	169	169	163	169	163	169
P	675			AUTOMATION SUPPLIER4 - 123	Display Standard			Performance Test Campaign661			ABCD	ABCD	120 x 60	Button 2	CPM	Impressions	2000	2000	4000	2016-01-01	2016-12-31					3rd party				No	No																							002-I-D					176	158	169	163	169	163	169	169	163	169	163	169
P	676			AUTOMATION SUPPLIER4 - 123	Display Standard			Performance Test Campaign662			ABCD	ABCD	120 x 60	Button 2	CPM	Impressions	2000	2000	4000	2016-01-01	2016-12-31					3rd party				No	No																							002-I-D					176	158	169	163	169	163	169	169	163	169	163	169
P	677			AUTOMATION SUPPLIER4 - 123	Display Standard			Performance Test Campaign663			ABCD	ABCD	120 x 60	Button 2	CPM	Impressions	2000	2000	4000	2016-01-01	2016-12-31					3rd party				No	No																							002-I-D					176	158	169	163	169	163	169	169	163	169	163	169
P	678			AUTOMATION SUPPLIER4 - 123	Display Standard			Performance Test Campaign664			ABCD	ABCD	120 x 60	Button 2	CPM	Impressions	2000	2000	4000	2016-01-01	2016-12-31					3rd party				No	No																							002-I-D					176	158	169	163	169	163	169	169	163	169	163	169
P	679			AUTOMATION SUPPLIER4 - 123	Display Standard			Performance Test Campaign665			ABCD	ABCD	120 x 60	Button 2	CPM	Impressions	2000	2000	4000	2016-01-01	2016-12-31					3rd party				No	No																							002-I-D					176	158	169	163	169	163	169	169	163	169	163	169
P	680			AUTOMATION SUPPLIER4 - 123	Display Standard			Performance Test Campaign666			ABCD	ABCD	120 x 60	Button 2	CPM	Impressions	2000	2000	4000	2016-01-01	2016-12-31					3rd party				No	No																							002-I-D					176	158	169	163	169	163	169	169	163	169	163	169
P	681			AUTOMATION SUPPLIER4 - 123	Display Standard			Performance Test Campaign667			ABCD	ABCD	120 x 60	Button 2	CPM	Impressions	2000	2000	4000	2016-01-01	2016-12-31					3rd party				No	No																							002-I-D					176	158	169	163	169	163	169	169	163	169	163	169
P	682			AUTOMATION SUPPLIER4 - 123	Display Standard			Performance Test Campaign668			ABCD	ABCD	120 x 60	Button 2	CPM	Impressions	2000	2000	4000	2016-01-01	2016-12-31					3rd party				No	No																							002-I-D					176	158	169	163	169	163	169	169	163	169	163	169
P	683			AUTOMATION SUPPLIER4 - 123	Display Standard			Performance Test Campaign669			ABCD	ABCD	120 x 60	Button 2	CPM	Impressions	2000	2000	4000	2016-01-01	2016-12-31					3rd party				No	No																							002-I-D					176	158	169	163	169	163	169	169	163	169	163	169
P	684			AUTOMATION SUPPLIER4 - 123	Display Standard			Performance Test Campaign670			ABCD	ABCD	120 x 60	Button 2	CPM	Impressions	2000	2000	4000	2016-01-01	2016-12-31					3rd party				No	No																							002-I-D					176	158	169	163	169	163	169	169	163	169	163	169
P	685			AUTOMATION SUPPLIER4 - 123	Display Standard			Performance Test Campaign671			ABCD	ABCD	120 x 60	Button 2	CPM	Impressions	2000	2000	4000	2016-01-01	2016-12-31					3rd party				No	No																							002-I-D					176	158	169	163	169	163	169	169	163	169	163	169
P	686			AUTOMATION SUPPLIER4 - 123	Display Standard			Performance Test Campaign672			ABCD	ABCD	120 x 60	Button 2	CPM	Impressions	2000	2000	4000	2016-01-01	2016-12-31					3rd party				No	No																							002-I-D					176	158	169	163	169	163	169	169	163	169	163	169
P	687			AUTOMATION SUPPLIER4 - 123	Display Standard			Performance Test Campaign673			ABCD	ABCD	120 x 60	Button 2	CPM	Impressions	2000	2000	4000	2016-01-01	2016-12-31					3rd party				No	No																							002-I-D					176	158	169	163	169	163	169	169	163	169	163	169
P	688			AUTOMATION SUPPLIER4 - 123	Display Standard			Performance Test Campaign674			ABCD	ABCD	120 x 60	Button 2	CPM	Impressions	2000	2000	4000	2016-01-01	2016-12-31					3rd party				No	No																							002-I-D					176	158	169	163	169	163	169	169	163	169	163	169
P	689			AUTOMATION SUPPLIER4 - 123	Display Standard			Performance Test Campaign675			ABCD	ABCD	120 x 60	Button 2	CPM	Impressions	2000	2000	4000	2016-01-01	2016-12-31					3rd party				No	No																							002-I-D					176	158	169	163	169	163	169	169	163	169	163	169
P	690			AUTOMATION SUPPLIER4 - 123	Display Standard			Performance Test Campaign676			ABCD	ABCD	120 x 60	Button 2	CPM	Impressions	2000	2000	4000	2016-01-01	2016-12-31					3rd party				No	No																							002-I-D					176	158	169	163	169	163	169	169	163	169	163	169
P	691			AUTOMATION SUPPLIER4 - 123	Display Standard			Performance Test Campaign677			ABCD	ABCD	120 x 60	Button 2	CPM	Impressions	2000	2000	4000	2016-01-01	2016-12-31					3rd party				No	No																							002-I-D					176	158	169	163	169	163	169	169	163	169	163	169
P	692			AUTOMATION SUPPLIER4 - 123	Display Standard			Performance Test Campaign678			ABCD	ABCD	120 x 60	Button 2	CPM	Impressions	2000	2000	4000	2016-01-01	2016-12-31					3rd party				No	No																							002-I-D					176	158	169	163	169	163	169	169	163	169	163	169
P	693			AUTOMATION SUPPLIER4 - 123	Display Standard			Performance Test Campaign679			ABCD	ABCD	120 x 60	Button 2	CPM	Impressions	2000	2000	4000	2016-01-01	2016-12-31					3rd party				No	No																							002-I-D					176	158	169	163	169	163	169	169	163	169	163	169
P	694			AUTOMATION SUPPLIER4 - 123	Display Standard			Performance Test Campaign680			ABCD	ABCD	120 x 60	Button 2	CPM	Impressions	2000	2000	4000	2016-01-01	2016-12-31					3rd party				No	No																							002-I-D					176	158	169	163	169	163	169	169	163	169	163	169
P	695			AUTOMATION SUPPLIER4 - 123	Display Standard			Performance Test Campaign681			ABCD	ABCD	120 x 60	Button 2	CPM	Impressions	2000	2000	4000	2016-01-01	2016-12-31					3rd party				No	No																							002-I-D					176	158	169	163	169	163	169	169	163	169	163	169
P	696			AUTOMATION SUPPLIER4 - 123	Display Standard			Performance Test Campaign682			ABCD	ABCD	120 x 60	Button 2	CPM	Impressions	2000	2000	4000	2016-01-01	2016-12-31					3rd party				No	No																							002-I-D					176	158	169	163	169	163	169	169	163	169	163	169
P	697			AUTOMATION SUPPLIER4 - 123	Display Standard			Performance Test Campaign683			ABCD	ABCD	120 x 60	Button 2	CPM	Impressions	2000	2000	4000	2016-01-01	2016-12-31					3rd party				No	No																							002-I-D					176	158	169	163	169	163	169	169	163	169	163	169
P	698			AUTOMATION SUPPLIER4 - 123	Display Standard			Performance Test Campaign684			ABCD	ABCD	120 x 60	Button 2	CPM	Impressions	2000	2000	4000	2016-01-01	2016-12-31					3rd party				No	No																							002-I-D					176	158	169	163	169	163	169	169	163	169	163	169
P	699			AUTOMATION SUPPLIER4 - 123	Display Standard			Performance Test Campaign685			ABCD	ABCD	120 x 60	Button 2	CPM	Impressions	2000	2000	4000	2016-01-01	2016-12-31					3rd party				No	No																							002-I-D					176	158	169	163	169	163	169	169	163	169	163	169
P	700			AUTOMATION SUPPLIER4 - 123	Display Standard			Performance Test Campaign686			ABCD	ABCD	120 x 60	Button 2	CPM	Impressions	2000	2000	4000	2016-01-01	2016-12-31					3rd party				No	No																							002-I-D					176	158	169	163	169	163	169	169	163	169	163	169
P	701			AUTOMATION SUPPLIER4 - 123	Display Standard			Performance Test Campaign687			ABCD	ABCD	120 x 60	Button 2	CPM	Impressions	2000	2000	4000	2016-01-01	2016-12-31					3rd party				No	No																							002-I-D					176	158	169	163	169	163	169	169	163	169	163	169
P	702			AUTOMATION SUPPLIER4 - 123	Display Standard			Performance Test Campaign688			ABCD	ABCD	120 x 60	Button 2	CPM	Impressions	2000	2000	4000	2016-01-01	2016-12-31					3rd party				No	No																							002-I-D					176	158	169	163	169	163	169	169	163	169	163	169
P	703			AUTOMATION SUPPLIER4 - 123	Display Standard			Performance Test Campaign689			ABCD	ABCD	120 x 60	Button 2	CPM	Impressions	2000	2000	4000	2016-01-01	2016-12-31					3rd party				No	No																							002-I-D					176	158	169	163	169	163	169	169	163	169	163	169
P	704			AUTOMATION SUPPLIER4 - 123	Display Standard			Performance Test Campaign690			ABCD	ABCD	120 x 60	Button 2	CPM	Impressions	2000	2000	4000	2016-01-01	2016-12-31					3rd party				No	No																							002-I-D					176	158	169	163	169	163	169	169	163	169	163	169
P	705			AUTOMATION SUPPLIER4 - 123	Display Standard			Performance Test Campaign691			ABCD	ABCD	120 x 60	Button 2	CPM	Impressions	2000	2000	4000	2016-01-01	2016-12-31					3rd party				No	No																							002-I-D					176	158	169	163	169	163	169	169	163	169	163	169
